OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
127,FIRE 17-9000,COMPLETED -ALL INSP SIGNED OFF,1111 BOUGH BEECHES BLVD,,FIRE PANEL REPLACEMENT AND INSTALLATION OF SMOKE DETECTORS IN EACH ELEVATOR LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,67000,,N,L4W 4N1,,3,26,43.62489545,-79.60100448,1512950400000,2018-01-15,1568246400000,43.62489544961892,-79.60100447501212
216,FIRE 18-166,ISSUED PERMIT,1440 BLOOR ST,,FIRE ALARM PANEL REPLACEMENT FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L4X 1R5,,3,19,43.61713644,-79.59331393,1516060800000,2018-01-24,,43.61713644181814,-79.59331392650577
385,BP 3ALT 18-215,ISSUED PERMIT,1149 LAKESHORE RD E,,REVISION TO #17-8009 - STAIRCASE (REMOVE ELEVATOR)  REMOVE SKYLIGHTS  REDUCE MAIN FLR VEST & REROUTE DUCTWORK.,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,,,34000,,N,L5E 1E8,,1,06,43.57985951,-79.55617663,1516320000000,2018-02-14,,43.57985951254952,-79.55617663058196
433,FIRE 18-251,COMPLETED -ALL INSP SIGNED OFF,1025 FERGUS AVE,,FIRE ALARM SYSTEM UPGRADES FOR ELEVATOR MODIFICATIONS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L5E 3G7,,1,06,43.58404058,-79.55289953,1516665600000,2018-02-21,1528416000000,43.584040576525474,-79.55289953014004
511,BP 9ALT 18-96,COMPLETED -ALL INSP SIGNED OFF,2603 LIRUMA RD,,REVISION - LAYOUT CHANGES  ELEVATOR REMOVED  DECK ENLARGEMENT  EXTERIOR WINDOW & DOOR ALTERATIONS.,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,2,141000,,N,L5K 1Y8,,2,18,43.53001584,-79.6704977,1515456000000,2018-02-28,1577059200000,43.53001584196703,-79.67049769511316
643,BP 3ALT 18-456,ISSUED PERMIT,5025 CREEKBANK RD,3RD FLR,INTERIOR ALTERATIONS TO AN EXISTING OFFICE- MOBILITY TRAINING ROOM / BELL CANADA,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,,,84000,,N,L4W 0B6,,5,35e,43.64355775,-79.61316359,1517961600000,2018-03-13,,43.643557752249386,-79.61316359075859
740,SGNBLD 18-472,COMPLETED -ALL INSP SIGNED OFF,3111 WHARTON WAY,,ONE GROUND SIGN - MOVE MOBILITY INC.,PYLON SIGN,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,7000,,N,L4X 2B6,,3,19,43.62145012,-79.57622292,1517961600000,2018-03-22,1567641600000,43.62145012441377,-79.57622291738379
799,BP 3ALT 18-497,COMPLETED -ALL INSP SIGNED OFF,1400 COURTNEYPARK DR E,,INTERIOR ALTERATIONS- LIFTOW LTD,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,1024000,,N,L5T 1H1,,5,42w,43.66168874,-79.65890243,1518134400000,2018-03-28,1557187200000,43.66168873689719,-79.65890243228418
1031,BP 3NEW 18-951,COMPLETED -ALL INSP SIGNED OFF,5655 KENNEDY RD,4,REVISION TO BP 17-9126 - INTERIOR AND EXTERIOR ALTERATIONS ( NEW RAMP AND OVERHEAD DRIVE-IN DOOR) - AVAD CANADA LTD.,REVISIONS,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,104000,,N,L4Z 3E1,,5,36e,43.62851586,-79.65500017,1521158400000,2018-04-23,1537401600000,43.628515856089635,-79.65500017031954
1091,BP 3ALT 17-6560,ISSUED PERMIT,1015 ROOSEVELT RD,,EXTERIOR ALTERATIONS - CLOSE UNDERGROUND PARKING RAMP WITH A STRUCTURAL RETAINING WALL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,80000,,N,L5G 3Y7,,1,07,43.56413885,-79.57334165,1497484800000,2018-04-27,,43.564138846473085,-79.57334164552918
1167,BP 3NEW 18-717,COMPLETED -ALL INSP SIGNED OFF,155 BRITANNIA RD E,200,INSTALLATION OF A TEMPORARY ACCESSIBLE RAMP,OTHER,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,25000,,N,L4Z 4C3,A,5,43w,43.63018919,-79.67799291,1519776000000,2018-05-03,1572480000000,43.6301891875521,-79.67799291147541
1178,BP 3ALT 18-1319,ISSUED PERMIT,93 DUNDAS ST E,1,INTERIOR ALTERATIONS- INTERIOR DEMOLITION AND NEW BARRIER FREE WASHROOM  - MODEL SUITE  LANDLORD WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,34000,,N,L5A 1W7,,7,21,43.58249486,-79.61464684,1523491200000,2018-05-04,,43.582494858383946,-79.61464684101865
1184,BP 3ALT 18-1542,ISSUED PERMIT,2100 SHEROBEE RD,,LOCALIZED CONCRETE REPAIRS OF UNDERGROUND RAMP AND GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5A 4C5,,7,14,43.57161371,-79.60158396,1525046400000,2018-05-04,,43.571613707483706,-79.60158395747334
1248,BP 3NEW 18-1092,COMPLETED -ALL INSP SIGNED OFF,945 BLOOR ST,,NEW ELEVATOR ADDITION WITH BARRIER-FREE WASHROOMS; INTERIOR ALTERATIONS-WASHROOM RENOVATIONS  NEW BARRIER-FREE STAGE LIFT & STAIR LIFT-APPLEWOOD SECONDARY SCHOOL,ADDITION AND ALTERATION,PUBLIC,SCHOOL - SECONDARY,,40,,221000,,N,L4Y 2M8,,3,20,43.60765401,-79.60572093,1522022400000,2018-05-10,1573776000000,43.60765400924354,-79.60572093348556
1353,BP 3NEW 18-1306,COMPLETED -ALL INSP SIGNED OFF,2155 DUNWIN DR,101 & 102,NEW BARRIER-FREE RAMP - LANDLORD'S WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,34000,,N,L5L 4M1,,8,25,43.53482367,-79.67097195,1523404800000,2018-05-22,1576713600000,43.53482366584531,-79.67097195242202
1492,BP 9ALT 18-1778,COMPLETED -ALL INSP SIGNED OFF,953 NINTH ST,,REVISION TO BP 17-7374 - ADD 2ND FURNACE & CAR LIFT   TRUSS DESIGN & STRUCTURAL CHANGES,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,50000,,N,L5E 1S2,,1,06,43.5842761,-79.57296785,1526428800000,2018-06-01,1562544000000,43.58427609817719,-79.57296784922319
1535,FIRE 17-5632,COMPLETED -ALL INSP SIGNED OFF,7435 GOREWAY DR,,ADDITION OF FIRE ALARM DEVICES DUE TO ELEVATOR MODERNIZATION  REPLACEMENT OF EXISTING FIRE ALARM CONTROL PANEL.,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,34000,,N,L4T 4G5,,5,48e,43.72283926,-79.64282052,1491523200000,2018-06-07,1679011200000,43.72283925777987,-79.6428205213204
1582,BP 3NEW 13-4110,ISSUED PERMIT,3657 PONYTRAIL DR,,ADDITION & ALTERATIONS - 1 STOREY LOBBY ADDITION & NEW BARRIER-FREE RAMP  CHURCH OF THE NAZARENE,ADDITION AND ALTERATION,PUBLIC,CHURCH,,47,,118000,,N,L4X 1W5,,3,19,43.63325356,-79.59003543,1362528000000,2018-06-13,,43.63325355613109,-79.59003543416526
1609,FIRE 18-1802,COMPLETED -ALL INSP SIGNED OFF,5915 AIRPORT RD,11TH FLR,INSTALLATION OF (2) MAGLOCKS - ELEVATOR LOBBY - HOSTOPIA,ELECTROMAG LOCK DEVICE,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,14000,,N,L4V 1T1,,5,33,43.68719812,-79.6078483,1526515200000,2018-06-14,1536537600000,43.68719811927478,-79.60784830387172
1730,BP 3NEW 18-576,COMPLETED -ALL INSP SIGNED OFF,135 MATHESON BLVD E,,2ND STOREY ADDN  NEW CANOPY  EXTERIOR ELEVATOR  INT & EXT ALTS TO CONVERT EXISTING OFFICE/WAREHOUSE SPACE INTO SELF-STORAGE FACILITY - BLUEBIRD SELF STORAGE FACILITY,ADDITION AND ALTERATION,INDUSTRIAL,INDUSTRIAL - OTHER,,2656.8,2,6409000,,N,L4Z 1R2,,5,36w,43.62137967,-79.66589658,1518652800000,2018-06-25,1562630400000,43.621379667642735,-79.66589657941547
1780,BP 3NEW 18-1443,COMPLETED -ALL INSP SIGNED OFF,2524 BROMSGROVE RD,,(2) STOREY SIDE ADDITION (ELEVATOR AND WASHROOMS) & INTERIOR ALTERATIONS - CLARKSON SECONDARY SCHOOL,ADDITION AND ALTERATION,PUBLIC,SCHOOL - SECONDARY,,97.2,,340000,,N,L5J 1L8,,2,11,43.50403589,-79.64519872,1524441600000,2018-06-28,1552608000000,43.504035887385825,-79.64519872251311
1784,BP 3NEW 18-1734,COMPLETED -ALL INSP SIGNED OFF,3573 WOLFEDALE RD,,EXTERIOR ALTERATIONS - (4) ROOFTOP UNITS  NEW DOOR  CONCRETE PAD AND RAMP - ROGERS,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,,,187000,,N,L5C 3T6,,6,23,43.57495516,-79.65111789,1526256000000,2018-06-28,1542067200000,43.574955155119376,-79.65111788937956
1892,BP 3ALT 18-2428,COMPLETED -ALL INSP SIGNED OFF,515 HARTSDALE AVE,,INTERIOR ALTERATIONS - VERTICAL LIFT RETROFIT FOR STAGE - ST DOMINIC ELEMENTARY SCHOOL,OTHER,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L5G 2G7,,1,07,43.57330864,-79.57974775,1530576000000,2018-07-09,1559088000000,43.573308635113484,-79.57974775074764
1896,FIRE 18-2152,COMPLETED -ALL INSP SIGNED OFF,100 QUEENSWAY  W,,UPGRADE OF EXISTING ELEVATOR C9- TRILLIUM HEALTH PARTNERS,OTHER,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,34000,,N,L5B 1B8,,7,15,43.57147885,-79.60788718,1528934400000,2018-07-09,1593734400000,43.5714788514522,-79.6078871835314
2005,BP 3NEW 18-1569,COMPLETED -ALL INSP SIGNED OFF,100 QUEENSWAY  W,,NEW PARKING GARAGE ELEVATOR,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,153000,,N,L5B 1B8,,7,15,43.57147885,-79.60788718,1525132800000,2018-07-17,1616112000000,43.5714788514522,-79.6078871835314
2024,MECH 18-2344,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,,UPGRADE (2) TURTLE ELEVATOR MECHANICAL SYSTEMS,OTHER,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,96000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1529971200000,2018-07-18,1580342400000,43.55901329932373,-79.7031994089758
2025,FIRE 18-2334,COMPLETED -ALL INSP SIGNED OFF,5995 AVEBURY RD,,FIRE ALARM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,69000,,N,L5R 3P9,,5,37e,43.62350119,-79.68100566,1529971200000,2018-07-18,1537401600000,43.62350118924941,-79.68100566300951
2028,BP 3ALT 18-2427,COMPLETED -ALL INSP SIGNED OFF,1300 MCBRIDE AVE,,INTERIOR ALTERATIONS - VERTICAL LIFT RETOFIT FOR STAGE - ST GERARD ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L5C 1M8,,6,24,43.55894164,-79.65647749,1530576000000,2018-07-18,1550620800000,43.5589416437439,-79.65647749119866
2038,BP 3ALT 18-2426,COMPLETED -ALL INSP SIGNED OFF,4233 CENTRAL PKY E,,INTERIOR ALTERATIONS - VERTICAL LIFT RETROFIT FOR STAGE - ST CHARLES GARNIER ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,63000,,N,L4Z 1M7,,4,28,43.60595881,-79.63193484,1530576000000,2018-07-18,1553817600000,43.60595880599803,-79.63193483658507
2057,BP 9ALT 18-2404,COMPLETED -ALL INSP SIGNED OFF,4403 BEACON LANE,,INSTALLATION OF AN INTERIOR ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,20000,,N,L5C 4K1,,6,30,43.57798032,-79.6655393,1530230400000,2018-07-19,1532476800000,43.577980317321604,-79.66553930455193
2136,SGNBLD 18-2287,COMPLETED -ALL INSP SIGNED OFF,1400 COURTNEYPARK DR E,,FIVE (5) MULTIPLE SIGNS FOR LIFTOW LIMITED,MULTIPLE SIGNS,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,33000,,N,L5T 1H1,,5,42w,43.66168874,-79.65890243,1529625600000,2018-07-25,1537747200000,43.66168873689719,-79.65890243228418
2182,BP 3NEW 18-2441,ISSUED PERMIT,93 DUNDAS ST E,,NEW BARRIER-FREE RAMP ON EXTERIOR OF BUILDING - LANDLORD'S WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,34000,,N,L5A 1W7,,7,21,43.58249486,-79.61464684,1530576000000,2018-07-30,,43.582494858383946,-79.61464684101865
2224,FIRE 18-2671,COMPLETED -ALL INSP SIGNED OFF,2250 SOUTH MILLWAY,LOBBY,ONE(1) SMOKE DETECTOR INSTALLATION IN ELEVATOR LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5L 3J6,,8,25,43.54112145,-79.68285797,1531958400000,2018-08-01,1579046400000,43.541121451893346,-79.68285796784984
2378,BP 3ALT 18-2063,COMPLETED -ALL INSP SIGNED OFF,100 CITY CENTRE DR,2-839,INTERIOR ALTERATIONS DUE TO INCREASE IN UNIT SIZE - BELL MOBILITY STORE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL - MULTI-USER,,,,272000,,N,L5B 2C9,,4,29,43.59274013,-79.64265442,1528416000000,2018-08-17,1543276800000,43.59274012997629,-79.64265441737689
2742,BP 3ALT 18-3222,COMPLETED -ALL INSP SIGNED OFF,2301 DERRY RD W,,PARKING GARAGE RAMP RETAINING WALL REMEDIATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5N 2R4,,9,54w,43.59329297,-79.76670253,1536105600000,2018-09-25,1704672000000,43.593292969743835,-79.7667025255431
2926,BP 3ALT 18-3596,COMPLETED -ALL INSP SIGNED OFF,1867 INNER CIR,2ND & 5TH FLR,INTERIOR ALTERATIONS OF EXISTING CORRIDORS & ELEVATOR LOBBIES (BLOCK A) - WILLIAM G. DAVIS BUILDING - UTM,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - OTHER,,,,242000,,N,L5L 1C6,,8,24,43.55069205,-79.66439744,1538352000000,2018-10-11,1624406400000,43.5506920494479,-79.66439743994357
3072,BP 3ALT 18-2727,ISSUED PERMIT,1260 KAMATO RD,,REPLACE EXISTING BARRIER FREE RAMP TO FRONT ENTRANCE - APPLIED ELECTRONICS LIMITED,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,34000,,N,L4W 1Y1,,5,35w,43.64206794,-79.63910434,1532390400000,2018-10-23,,43.642067944692606,-79.6391043430043
3247,BP 9ALT 18-3660,COMPLETED -ALL INSP SIGNED OFF,123 ST. LAWRENCE DR,,INTERIOR ALTERATIONS - ELEVATOR INSTALLATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,20000,,N,,,1,07,43.55613328,-79.5784444,1538611200000,2018-11-07,1571356800000,43.5561332793893,-79.5784443956189
3294,FIRE 18-3900,COMPLETED -ALL INSP SIGNED OFF,2445 THE COLLEGEWAY,,FIRE ALARM CONTROL PANEL REPLACEMENT  SMOKE DETECTORS IN FRONT OF ELEVATORS ON EACH FLOOR & ELEVATOR MODULATOR RELAY FUNCTIONS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,69000,,N,L5L 2E5,,8,25,43.53723337,-79.68542835,1540339200000,2018-11-13,1639353600000,43.53723337251883,-79.6854283492824
3560,FIRE 18-4426,COMPLETED -ALL INSP SIGNED OFF,4635 TOMKEN RD,,REPLACEMENT OF FIRE ALARM PANEL - LOBBY ELEVATOR OF DAYS INN HOTEL,OTHER,COMMERCIAL,COMMERCIAL - OTHER,,,,69000,,N,L4W 1J9,,3,27,43.62685601,-79.62914515,1543449600000,2018-12-04,1564531200000,43.62685600547602,-79.62914515185719
3681,BP 9ALT 18-4566,COMPLETED -ALL INSP SIGNED OFF,5732 RIVERSIDE PL,,INSTALL ELEVATOR (BASEMENT TO SECOND FLOOR),ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,20000,,N,L5M 4W5,,6,38w,43.58682769,-79.71094766,1544572800000,2018-12-13,1589760000000,43.58682769454671,-79.71094765703552
3741,BP 3NEW 18-4392,ISSUED PERMIT,160 BRUNEL RD,"A, B",NEW EXTERIOR BARRIER FREE RAMP AT FRONT ENTRANCE  SUITE SEPARATION TO CREATE (2) VACANT UNITS & INTERIOR ALTERATIONS TO OFFICE AREA,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,202000,,N,L4Z 1T5,,5,36w,43.6275199,-79.67281204,1543190400000,2018-12-20,,43.627519902297095,-79.67281204095703
3910,BP 3NEW 18-4348,COMPLETED -ALL INSP SIGNED OFF,2200 BROMSGROVE RD,,INTERIOR ALTERATIONS & NEW EXTERIOR RAMP FOR TEMPORARY SALES CENTRE - CLARKSON PRESENTATION CENTRE,ALTERATION TO EXISTING BLDG,INDUSTRIAL,INDUSTRIAL - OTHER,,,,187000,,N,L5J 1L4,,2,11,43.5107618,-79.63765397,1542844800000,2019-01-21,1580342400000,43.510761795244704,-79.6376539670257
3913,BP 3ALT 18-4729,COMPLETED -ALL INSP SIGNED OFF,1867 INNER CIR,"BLOCK B-C,LVL 3",INTERIOR ALTERATIONS - WASHROOM UPGRADES TO EXISTING WASHROOM & NEW BARRIER FREE WASHROOM - LEVEL 3 -  WILLIAM G. DAVIS BUILDING - UTM,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - OTHER,,,,34000,,N,L5L 1C6,,8,24,43.55069205,-79.66439744,1545350400000,2019-01-21,1624320000000,43.5506920494479,-79.66439743994357
3962,BP 3ALT 18-4243,COMPLETED -ALL INSP SIGNED OFF,7035 EDWARDS BLVD,,NEW (6) STOREY TOWER ADDITION FOR NEW ELEVATOR - MONTE CARLO INN,ADDITION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,59.53,,134000,,N,L5S 1X2,A,5,51w,43.64936936,-79.70362273,1542153600000,2019-01-25,1647907200000,43.64936935964923,-79.70362273070127
3968,BP 3ALT 18-3947,COMPLETED -ALL INSP SIGNED OFF,6900 AIRPORT RD,,INTERIOR ALTERATIONS - RE-PURPOSE EXISTING STAIR SHAFT TO ACCOMMODATE NEW FREIGHT LIFT,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,102000,,N,L4V 1E8,,5,40w,43.70350677,-79.63832813,1540512000000,2019-01-28,1572307200000,43.70350677339834,-79.63832813112714
3992,BP 3ALT 19-4782,COMPLETED -ALL INSP SIGNED OFF,1867 INNER CIR,"BLOCK B-C,LVL 2",INTERIOR ALTERATIONS - WASHROOM UPGRADES & NEW BARRIER FREE WASHROOM - WILLIAM G. DAVIS BUILDING - UTM,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - OTHER,,,,34000,,N,L5L 1C6,,8,24,43.55069205,-79.66439744,1546473600000,2019-01-29,1621987200000,43.5506920494479,-79.66439743994357
4170,BP 3ALT 18-4716,COMPLETED -ALL INSP SIGNED OFF,205 COURTNEYPARK DR W,103,REVISION TO PERMIT 18-3071 - LAYOUT  MECHANICAL SYSTEM & NEW EXTERIOR RAMP - TURNER & TOWNSEND c,REVISIONS,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,223000,,N,L5W 0A5,,5,44e,43.63312077,-79.70016941,1545264000000,2019-02-20,1552435200000,43.63312077088745,-79.7001694101108
4197,BP 3ALT 18-4450,COMPLETED -ALL INSP SIGNED OFF,2476 ARGENTIA RD,400,INTERIOR ALTERATIONS - WEICHERT WORKFORCE MOBILITY,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,571000,,N,L5N 6M1,C,9,46e,43.60030328,-79.75635892,1543795200000,2019-02-22,1566777600000,43.60030328025025,-79.75635891573987
4281,BP 3NEW 19-4943,COMPLETED -ALL INSP SIGNED OFF,2400 SKYMARK AVE,7A,EXTERIOR ALTERATIONS - FACADE CHANGES  NEW DOUBLE DOOR  NEW BARRIER FREE ACCESS RAMP - HOLOGIC CANADA ULC,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,55000,,N,L4W 5K5,,5,34w,43.65461574,-79.60143811,1547683200000,2019-03-05,1748563200000,43.654615738662294,-79.60143810673625
4292,BP 3BLD 19-5408,COMPLETED -ALL INSP SIGNED OFF,2323 CONFEDERATION PKY,,EXTERIOR WALL REPAIR  EXTERIOR STAIR WELLS & PARKING RAMP RAILING REPLACEMENT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,185000,,N,L5B 1R6,,7,15,43.57297437,-79.61171499,1551312000000,2019-03-05,1571356800000,43.572974374598985,-79.61171498592229
4302,BP 3ALT 19-4974,COMPLETED -ALL INSP SIGNED OFF,6200 CANTAY RD,20,INTERIOR ALTERATIONS  EXTERIOR GLAZING & RAMP TO MAIN ENTRANCE  - ESAB GROUP CANADA INC.,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,730000,,N,L5R 3Y9,,5,44e,43.62226617,-79.69140885,1548028800000,2019-03-06,1559520000000,43.62226616531417,-79.69140884825548
4365,FIRE 19-5463,COMPLETED -ALL INSP SIGNED OFF,6750 MISSISSAUGA RD,,FIRE ALARM SYSTEM UPGRADE - INSTALL SMOKE DETECTORS IN SOUTH TOWER SERVICE ELEVATOR LOBBIES,OTHER,COMMERCIAL,COMMERCIAL - OTHER,,,,36000,,N,L5N 2L3,,9,46e,43.60120226,-79.74259257,1551830400000,2019-03-13,1561593600000,43.60120225752071,-79.74259256976211
4408,BP 3ALT 18-4447,COMPLETED -ALL INSP SIGNED OFF,2520 EGLINTON AVE W,2ND FL,NEW ELEVATOR TO ACCESS 2ND FLOOR OFFICE & REVISED LAYOUT OF OFFICE SPACE,REVISIONS,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,755000,,N,L5M 0Y4,C,8,32,43.55750469,-79.70641077,1543795200000,2019-03-18,1635897600000,43.55750469143364,-79.70641077311333
4467,BP 3NEW 19-4920,COMPLETED -ALL INSP SIGNED OFF,33 CENTRAL PKY W,,NEW ENCLOSURE OVER EXISTING RAMP TO THE PARKING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,126000,,N,L5B 1L4,,7,22,43.58871282,-79.63039498,1547596800000,2019-03-22,1604620800000,43.58871282125264,-79.63039497589244
4483,BP 3ALT 19-5482,COMPLETED -ALL INSP SIGNED OFF,450 MATHESON BLVD E,43-44,INTERIOR ALTERATIONS - NEW PARTITIONS  NEW ACCESSIBLE WASHROOM  SPRINKLER   PLUMBING & HVAC MODIFICATIONS,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,135000,,N,L4Z 1R5,A,5,36w,43.62575731,-79.6572642,1551916800000,2019-03-26,1560902400000,43.62575731137397,-79.65726419819302
4581,SGNBLD 18-4616,COMPLETED -ALL INSP SIGNED OFF,210 ANNAGEM BLVD,,ONE (1) GROUND SIGN - CROWN LIFT TRUCKS,FASCIA SIGN,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,12000,,N,L5T 2V5,,5,43w,43.63907471,-79.68590431,1544745600000,2019-04-05,1563408000000,43.63907471145062,-79.68590430800262
4628,BP 3NEW 19-5486,COMPLETED -ALL INSP SIGNED OFF,4250 SHERWOODTOWNE BLVD,,EXTERIOR ALTERATIONS - NEW BARRIER-FREE RAMP & RELOCATION OF STAIRS,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,35000,,N,L4Z 2G6,A,4,28,43.6002238,-79.64030821,1551916800000,2019-04-10,1587600000000,43.60022379706267,-79.64030821398224
4817,BP 3NEW 18-1115,COMPLETED -ALL INSP SIGNED OFF,1355 AEROWOOD DR,,INTERIOR ALTERATIONS  NEW ACCESSIBLE FRONT ENTRANCE (RAMP)  EXTERIOR ALTERATIONS WITH (2) OVERHEAD DOORS - ACCESS SELF STORAGE.,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,3815000,,N,L4W 1C2,,5,35w,43.64276508,-79.63537673,1522108800000,2019-04-29,1591315200000,43.64276508137379,-79.63537673238748
5023,SGNBLD 19-4949 VAR,COMPLETED -ALL INSP SIGNED OFF,210 ANNAGEM BLVD,,REPLACE EXISTING FASCIA WITH NEW FASCIA SIGN - CROWN LIFT TRUCKS - VARIANCE,FASCIA SIGN,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,SIGN BYLAW VARIANCE,,,8000,,N,L5T 2V5,,5,43w,43.63907471,-79.68590431,1547683200000,2019-05-16,1558483200000,43.63907471145062,-79.68590430800262
