_id,no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,rank
54773,3000152892,3000057741,2009-08-17,2009-10-26,1789  rue Fleury Est,Ahuntsic - Cartierville,TR,Transformation,Commercial,Mixte,Construire une rampe d'accès en cour latérale gauche. Créer une nouvelle porte coté gauche. Remplacer la porte de façade par fenêtre. Enlever les 2 ouvertures pour dépôts de nuits. Remplacer l'escalier arrière. Remplacer les appareils de conditionnement de l'air au toit.,0,-73.65380234460824,45.568008024170716,292794.79,5047577.97,0.057308756
363386,3002146334,3001106753,2020-07-21,2020-08-31,1525  rue du Havre,Ville-Marie,TR,Travaux extérieurs,Industriel,Industriel,"En façade du bâtiment, aménager une rampe d'accès pour handicapé tels qu'aux plans approuvés.",0,-73.54697024480369,45.53228451617148,301131.36,5043597.53,0.057308756
60085,1500007368,1500007092,2006-06-06,2006-08-24,11500  boulevard de Pierrefonds,Pierrefonds - Roxboro,CO,CO- construction,habitation,Batiments en hauteur >6 étages,RAMPE HANDICAP. ET DÉBARCADÈRE,230,-73.81770426531918,45.50891910291313,279975.26,5041048.94,0.057308756
447673,3003560419,3001866454,2025-07-02,2025-08-22,6264  avenue De Gaspé,Rosemont - La Petite-Patrie,TR,PA-Transfo.PIIA sans agrand.,Résidentiel,2 Logements,"En façade, retirer l'escalier et le remplacer par une rampe d'accès au bâtiment. Pas de travaux de structure. Tel que documents approuvés.",0,-73.604934690489,45.53081539716835,296603.8,5043438.55,0.057308756
454620,1000262492,1000350692,1992-06-10,1992-07-31,6593  rue Beaubien Est,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Commercial,Commercial,"AMENAGER GUICHET AUTOMATIQUE AU NIVEAU DU REZ DE CHAUSSEE ET RAMPE      D'HANDICAPE EN FACADE AVANT, SANS MODIFICATION A LA STRUCTURE",0,-73.56066734854377,45.588337091221376,300066.25,5049827.46,0.057308756
447082,3003633536,3001905923,2026-01-13,2026-01-13,6245  boulevard Pie-IX,Rosemont - La Petite-Patrie,TR,T4-Transfo.int/ext (sans PIIA),Résidentiel,1 Logement,"Façade avant,Installation d'une rampe d'accès devant l'entrée du garage existant - Cour arrière,Installation de deux nouvelles portes extérieures avec ouvre-porte.Installation d'une plateforme élévatrice à la porte arrière - Installation d'une douche sans seuil (intérieur) - Auncun travaux de structure - Aucun arbre retiré - Tel que les documents approuvés",0,-73.57621610296971,45.561840776255,298850.22,5046883.91,0.057308756
449981,1000533290,1000517890,1990-10-03,1990-10-31,3430  rue Jeanne-Mance,Le Plateau-Mont-Royal,TR,Transformation combinée,Gouvernemental,Edifice gouvernemental,AMENAGEMENT D'UNE NOUVELLE RAMPE D'HANDICAPES ET D'UN ACCES POUR LES VEHICULES EN FACADE. AJOUT DE NOUV.PORTES U.L.C R.C. AU 10E ETAGE,0,-73.57153588826436,45.50954163515116,299210.4,5041071.51,0.057308756
457798,1001041102,1000363402,2002-08-12,2002-08-14,2235  rue Delisle,Le Sud-Ouest,TR,Transformation,Équi.Colle. et Institutionnels,Edifice gouvernemental,"AU 3E ÉTAGE, AMÉNAGER UNE PARTIE DE L'ÉTAGE EN BUREAUX POUR O.M.H.M,    NOUVEL ASCENSEUR, RAMPE POUR HANDICAPÉS, MODIFIER LA FAÇADE, FENÊTRES.",0,-73.57385277050967,45.48538769437995,299026.89,5038387.44,0.057308756
446646,3003613834,3001903942,2025-11-03,2026-01-06,3800  rue Saint-Hubert,Le Plateau-Mont-Royal,TR,T1:Transformation ext/PA/PIIA,Commercial,Mixte,"En facade avant, installer une rampe pour accessibilité universelle et un escalier. Le tout tel que plans approuvés.",0,-73.57137390340338,45.520952459460126,299224.18,5042339.6,0.057308756
439442,3003658377,3001936562,2026-04-30,2026-06-11,550  rue Jean-D'Estrées,Ville-Marie,TR,Travaux extérieurs,Résidentiel,12 Logements +,"En façade, remplacer l'escalier de l'entrée principale et la rampe d'accès, tel qu'à l'existant, tel qu'aux plans approuvés.",0,-73.56486128166378,45.4938826388366,299730.53,5039330.88,0.057308756
77247,3000169744,3000058751,2009-11-12,2009-11-13,5900  rue De Saint-Vallier,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Edifice gouvernemental,COUR SEMI-INTÉRIEUR REFAIRE RAMPE D'ACCÈS POUR PERSONNES À MOBILITÉES RÉDUITES ET AGRANDIR BALCON TEL QUE PLANS,0,-73.59981638717935,45.53221697346283,297003.77,5043593.8,0.057308756
437983,3003569808,3001854933,2025-07-24,2025-07-28,1820  avenue Clifford,Le Sud-Ouest,TR,Travaux extérieurs-intérieurs,Équi.Colle. et Institutionnels,Équi.Colle. et Institutionnels,"Réaménagement de l'aire de jeux 18 mois- 5 ans. Travaux électriques et d'aménagement du parc Clifford, travaux d'excavation, de démolition et reconstruction du trottoir en béton, drain de fondation existant, rampe d'accès et l'asphalte.",0,-73.58944317995821,45.450202370787345,297803.83,5034478.54,0.057308756
434304,3003569955,3001870961,2025-07-21,2025-09-03,8870  rue Lajeunesse,Ahuntsic - Cartierville,TR,Transformation,Commercial,Commercial,"En cour latérale droite jusqu'en cour avant, démolir et remplacer la rampe d'accès pour personnes à mobilité réduite.",0,-73.64147551610661,45.54722940270031,293752.9,5045267.04,0.057308756
384119,3003271124,3001609595,2023-04-21,2023-06-09,7070  boulevard Perras,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Gouvernemental,Centre hospitalier,"DANS LA COUR INTÉRIEUR DU BÂTIMENT : REMPLACER LES DEUX BALCON, L'ESCALIER ET LA RAMPE D'ACCÈS DU CPE PICASSO AFIN DE LE RENDRE CONFORME ET RÉGLEMENTAIRES",0,-73.61133173435907,45.62413785905975,296118.54,5053810.33,0.057308756
466427,1000236392,1000237592,1992-05-26,1992-05-26,5345  chemin Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,AMENAGER NOUVELLE RAMPE POUR HANDICAPE DE 6',0,-73.62993349660773,45.48277313369128,294642.57,5038102.44,0.057308756
453264,1000594391,1000594391,1991-10-15,1991-11-26,1196  chemin Remembrance,Ville-Marie,TR,Transformation,Gouvernemental,Edifice gouvernemental,AMENAGEMENT D'UNE RAMPE D'HANDICAPE - CHALET DU MONT-ROYAL,0,-73.59429197312764,45.50316394896145,297431.47,5040364.59,0.057308756
104578,3000374223,3000194862,2011-06-03,2011-08-24,5185  rue Parthenais,Le Plateau-Mont-Royal,TR,Transformation combinée,Gouvernemental,Maison d'enseignement,"FAÇADE RUE PARTHENAIS, REFAIRE L'AMÉNAGEMENT PAYSAGER ET LA RAMPE D'ACCÈS POUR HANDICAPÉ. 2E ÉTAGE, ENLEVER LE CRÉPIS ET INSTALLER BRIQUE D'ARGILE. AUX BLOCS I ET J, INSTALLER UN ECRAN VISUEL POUR L'UNITÉ DE VENTILLATION SITUÉ AU BLOC G.",0,-73.57849288002541,45.540623498998265,298670.17,5044526.18,0.057308756
242692,3001357125,3000680393,2017-11-13,2017-11-22,97  rue Laperrière,Saint-Laurent,TR,AG AGRANDISSEMENT INT / EXT,HABITATION,H1 Unifamiliale,AGRANDISSEMENT ARRIÈRE (REZ DE CHAUSSÉE) + AJOUT D'UNE RAMPE D'HANDICAPÉE,0,-73.6617997511357,45.513010852843856,292158.22,5041467.3,0.057308756
112329,3000243914,3000097866,2010-08-27,2010-09-15,15920  rue Notre-Dame Est,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,12 Logements +,"MODIFIER OUVERTURES ET REFAIRE MARQUISE EN FACADE , RECONSTRUIRE RAMPE D'HANDICAPÉE EN LATÉRAL , RÉ-AMÉNAGEMENT INTÉRIEUR PARTIEL AU S.SOL - RDC ET 2e ÉTAGE , INSTALLATION D'UN ASCENSEUR , CONSTRUCTION D'UN NOUVEL ESCALIER D'ISSUE EXTÉRIEUR MENANT AU 2e ÉTAGE EN COUR AVANT .",0,-73.48748838943209,45.694321652635985,305774.42,5061604.15,0.057308756
71659,3000169201,3000059044,2009-11-10,2009-11-18,740  rue de l' Église,Verdun,CO,Rénovation,Habitation,Familiale,Installation d'une rampe pour fauteuil roulant; modification de l'escalier.,0,-73.57289579145967,45.46279644686715,299099.43,5035876.81,0.057308756
439926,3003659218,3001927362,2026-05-04,2026-05-14,500  avenue Ash,Le Sud-Ouest,CA,Abattage d'arbres,Équi.Colle. et Institutionnels,Équi.Colle. et Institutionnels,"En façade, abattage d'un arbre dans la zone de construction de la rampe d'accès au bâtiment.Un autre arbre sera planté.",0,-73.5568615976328,45.47835688531301,300354.55,5037605.03,0.057308756
443787,3003612187,3001892133,2025-10-28,2025-11-04,1120  rue Beaubien Est,Rosemont - La Petite-Patrie,TR,T3-Transfo.ext. (sans PIIA),Commercial,Commercial,"Au rez-de-chaussée, remplacer la porte desservant le local commercial et modifier la rampe pour l'accessibilité universelle sans obstacle. Tel que documents approuvés.",0,-73.60081406394286,45.5382819808216,296926.7,5044267.91,0.057308756
111898,3000244831,3000099484,2010-09-03,2010-10-05,10205  avenue du Bois-de-Boulogne,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,12 Logements +,"FAÇADE BOIS-DE-BOULOGNE: AU RC DE LA COUR AVANT, REFAIRE LE BÉTON DE LA RAMPE D'ACCÈS ET DE L'ESCALIER TELS QU'AUX EXISTANTS (MÊME EMPLACEMENT, MÊMES DIMENSIONS). NOUVEAUX GARDE-CORPS EN ACIER.",0,-73.67075408335579,45.53739605441955,291464.36,5044178.69,0.057308756
94893,1600900623,1600025420,1990-09-17,1990-10-12,3031  rue Noorduyn,Saint-Laurent,CA,Z-Autre - Const Accessoire HP,HABITATION,HP Residentiel,RAMPE HANDICAPE    «PAULETTE MENASSA»,0,-73.72908453651522,45.51570696943655,286901.97,5041779.71,0.057308756
414172,3003343533,3001674253,2024-02-06,2024-03-01,5250  rue Ferrier,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Édifice à bureau,"En cour avant, ajout d'une rampe d'accès pour fauteuils roulants.",0,-73.65661888341798,45.49799256162099,292559.76,5039797.5,0.057308756
104057,3000431589,3000200266,2011-07-20,2011-10-18,3745  boulevard Saint-Laurent,Le Plateau-Mont-Royal,TR,Transformation combinée,Commercial,Commercial,"À L'ARRIÈRE DE LA PHARMACIE AU NIVEAU DE LA RUE ST-DOMINIQUE, AMÉNAGER UNE RAMPE D'ACCÈS EN BÉTON DE 17' 7'' X 9' POUR LIVRAISON DES MARCHANDISES.",0,-73.575091077947,45.51538735828433,298933.21,5041721.41,0.057308756
271815,3001445849,3000737517,2018-07-17,2018-09-12,8550  rue Clark,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Gouvernemental,Maison d'enseignement,"TRAVAUX D'EXCAVATION DANS LE BUT DE FAIRE DES TRAVAUX DE DRAINAGE, DÉCONTAMINATION DES SOLS ET AMÉNAGEMENT PAYSAGER. FACE À LA RUE CLARK : RECONSTRUCTION DES SAUTS-DE-LOUP, REFAIRE L'ESCALIER ET AJOUT D'UNE RAMPE D'ACCESSIBILITÉ. À L'INTÉRIEUR AU SOUS-SOL, AJOUT D'UN LOCAL MÉCANIQUE + AJOUT D'UN PUISARD ET POMPE SUBMERSIBLE",0,-73.63948352414424,45.54003259541705,293907.06,5044466.98,0.057308756
326715,3003038974,3001427605,2021-07-07,2021-09-02,5323  place Garland,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Institutionnels,Église et Lieux de culte,"En cour avant, remplacer le perron et l'escalier de l'entrée principale et ajouter une rampe d'accessibilité universelle.",0,-73.64511430780277,45.489992940368296,293457.27,5038906.81,0.057308756
136319,3000631188,3000296264,2012-10-04,2012-10-05,4765  rue Pierre-Lauzon,Pierrefonds - Roxboro,CO,CO- construction,habitation,unifamiliale (1 log),RAMPE D'ACCÈS UNIVERSELLE,0,-73.78268571116365,45.50588244702844,282710.34,5040701.25,0.057308756
388562,3003379043,3001767774,2024-04-17,2024-09-20,951  rue du Marché-Central,Ahuntsic - Cartierville,TR,Transformation,Commercial,Commercial,"Mur latéral, ajouter une porte de garage pour les livraison avec rampe d'accès.",0,-73.6496583154294,45.534217682410166,293111.25,5043822.19,0.057308756
116621,3000586165,3000318533,2012-08-22,2012-11-12,1565  boulevard De Maisonneuve Est,Ville-Marie,TR,Transformation,Résidentiel,12 Logements +,"Au bâtiment remplacer les finitions en gypse conformément au CNB, refaire la toiture et remplacer des sorties de ventilation, remplacer des fenêtres dans les mêmes ouvertures, à l'entrée principale remplacer le mur-rideau et refaire la  rampe d'accès, tels qu'aux plans approuvés.",0,-73.55507284253441,45.52222921543758,300497.74,5042480.48,0.057308756
108901,3000262314,3000118506,2010-12-03,2011-02-17,989  avenue de Clifton,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Mixte,"Fac Upper-Lachine & Clifton: enlev. rev mét., briques, fen., portes et rempl par nouv parem briques, nouv portes et fen.Réam. intér. majeur des étages. Aj. rampe handic & perron ds cour av Clifton",0,-73.61270563402279,45.4665299179465,295986.81,5036295.3,0.057308756
479,1200000702,1200006208,1993-10-04,1993-10-14,3292  rue Cherrier,L'Île-Bizard - Sainte-Geneviève,TR,Transformation - modification,Institutionnel,Permis ancien système,"EXPIRATION DU PERMIS 14 AVRIL 1994., CONSTRUCTION D'UNE RAMPE POUR, HANDICAPE DONNANT ACCES A LA, TERRASSE EXTERIEUR., CORRECTION SUR PLAN APPROUVE.",0,-73.87001192874526,45.490623595023976,275878.68,5039033.25,0.057308756
389868,3003335937,3001743455,2024-01-11,2024-07-19,3055  boulevard des Trinitaires,Le Sud-Ouest,TR,Travaux extérieurs,Résidentiel,36 logements et plus,"En cour avant du côté de la Jogues, modifier et rénover la rampe d'accès secondaire. Remplacer une porte et une fenêtre par des modèles différents (Porte plus grande, fenêtre plus petite.)",0,-73.59860872839702,45.44650105490201,297086.41,5034068.06,0.057308756
439663,3003569479,3001854333,2025-07-23,2025-07-24,8681  boulevard Champlain,LaSalle,TR,TR - Transformation,Communautaire,récréation intensive (p3),"AU RC, DÉMOLIR ET RECONSTRUIRE LA RAMPE D'ACCÈS UNIVERSELLE INCLUANT LE PALIER ET L'ESCALIER À L'ENTRÉE, REMPLACER LA BAIE VITRÉE ENTRE LA PATINOIRE ET LE COULOIR, AINSI QUE RÉNOVER LES TOILETTES, AVEC TRAVAUX DE STRUCTURE, DE MÉCANIQUE ET D'ÉLECTRICITÉ.",0,-73.6227001946478,45.41820304802914,295197.07,5030925.92,0.057308756
3930,3000000729,3000000343,2004-07-29,2004-08-18,10756  avenue Éthier,Montréal-Nord,TR,Transformation,Résidentiel,Bifamiliale,CONSTRUCTION D'UNE RAMPE POUR HANDICAPÉ À L'ARRIÈRE DE LA BÂTISSE,2,-73.62905323292344,45.59368411059547,294731.2,5050428,0.057308756
493065,1001761898,1000690199,1998-10-13,1999-07-16,3315  chemin Queen-Mary,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Édifice à bureau,CONSTRUCTION D'UNE RAMPE DE BETON(HANDICAPEE),0,-73.61767900988141,45.49665485294526,295602.81,5039643.65,0.057308756
365722,3003123195,3001521861,2022-02-02,2022-04-27,4200  rue Saint-Denis,Le Plateau-Mont-Royal,TR,Transformation combinée,Commercial,Mixte,"Suite au permis #3001417461-21, en façade, au RC, remplacer et rehausser les vitrines commerciales. Au bas de la vitrine, installer pierre calcaire Saint-Marc, fini bouchardé. Relocaliser entrée du commerce et créer une alcôve. À l'intérieur, au RC, réaménager partiellement et installer une rampe d'accès universelle. Au toit de l'avant corps, installer une sortie mécanique.",0,-73.57861285741095,45.521696396541415,298658.75,5042422.8,0.057308756
465992,1000283803,1000074803,2003-03-07,2003-03-07,2134  rue du Havre,Ville-Marie,TR,Transformation,Résidentiel,4 Logements,"ARR. DU BATIMENT NIVEAU SS, AGRANDISSEMENT ±24 M.C. AVEC AJOUT D'UNE RAMPE D'ACCES AFIN D'AMENAGER 3 UNITES DE STATIONNEMENT & ESPACE RANGEMENT.",0,-73.55403841684803,45.53423247654109,300579.44,5043814.36,0.057308756
461463,1000284091,1000522591,1991-05-24,1991-10-21,61  boulevard René-Lévesque Ouest,Ville-Marie,TR,Transformation,Commercial,Edifice à bureau,ELARGISSEMENT DE LA RAMPE D'ACCES POUR COUR ARRIERE PAR LA RUE CLARK TEL QUE PLANS AUCUN AUTRE TRAVAIL AUTORISE,0,-73.56217693991256,45.508269157700624,299941.57,5040929.49,0.057308756
461042,1001157000,1001028600,2000-06-23,2000-09-22,6999  chemin de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Édifice à bureau,"AU 2 IÈME ET 3 IÈME ÉTAGE, REAMENAGEMENT CORRIDORS + ACCÈS TOILETTES ET AGRANDIR BATIMENT LATÉRALEMENT COTÉ DE COURTRAI POUR ASCENSEUR ET RAMPE",0,-73.63938987360415,45.504253065349786,293907.47,5040490.75,0.057308756
295097,3001685216,3000903373,2019-11-05,2019-11-19,9281  14e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,1 Logement,"EN COUR LATÉRALE DROITE, INSTALLER UNE MARQUISE EN SAILLIE AU-DESSUS DE LA RAMPE D'ACCÈS.",0,-73.63031135143895,45.57548048712913,294629.75,5048405.15,0.057308756
128431,3000692462,3000332251,2013-05-14,2013-05-21,6225  avenue Godfrey,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Institutionnels,Église et Lieux de culte,"AU REZ-DE-CHAUSSÉE ET À L'ÉTAGE, INSTALLATION D'UN ASCENSEUR ET AMÉNAGEMENT D'UNE RAMPE D'ACCÈS. AUCUN TRAVAUX EXTÉRIEURS.",0,-73.62719007686302,45.46797928516362,294854.43,5036458.06,0.057308756
111523,3000255014,3000103724,2010-11-05,2010-11-08,5623  rue Saint-André,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,2 Logements,"À L'ARRIÈRE, INSTALLER UN NOUVEL ESCALIER ET UNE PLATE-FORME ÉLÉVATRICE EN REMPLACEMENT DE LA RAMPE D'ACCÈS EXISTANTE.",0,-73.59371518505104,45.53298588300014,297480.41,5043678.68,0.057308756
281557,3001498555,3000790995,2019-02-07,2019-04-11,4410  rue Hochelaga,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Gouvernemental,Maison d'enseignement,"En cour arrière, réfection de l'escalier principal (C) et de l'escalier d'issue (A). Constr. d'une rampe d'accès vers le s-s et ajout d'une marquise. Au s-s, agrandiss. du rangement et remise aux normes du SAS. Démo. de l'escalier (B), condamner 2 portes au sous-sol remplacées par 2 fenêtres et réparation de la membrane et blocs artificiels sur une partie du mur arrière.",0,-73.54523373245725,45.555117467970916,301268.42,5046134.91,0.057308756
313597,3002667276,3001298474,2021-02-22,2021-03-26,4900  chemin de la Côte-Saint-Luc,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,"À l'intérieur du garage de stationnement en sous-sol, réparer le béton de la dalle, rampe d'accès et d'une poutre. Pas de travaux extérieurs",0,-73.6171248955725,45.48308424086068,295643.92,5038135.48,0.057308756
39956,3000103728,3000032846,2008-05-13,2008-05-14,3445  avenue Belmore,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,1 Logement,"À L'EXTÉRIEUR, DU COTÉ LATÉRAL GAUCHE REMPLACER ESCALIER PAR RAMPE D'ACCÈS. À L'INTÉRIEUR, RÉAMÉNAGER LE SS, LE RC ET AJOUTER ASCENSEUR SELON PLANS.",0,-73.63799668279715,45.45967461427068,294007.83,5035536.56,0.057308756
210365,3001148229,3000555057,2016-06-20,2016-07-11,4381  rue King,Pierrefonds - Roxboro,CO,TF- Transformation,public et institutionnel,institutions,"TRAVAUX VISANT L'ACCESSIBILITÉ UNIVERSELLE À L'ÉCOLE GREENDALE - MODIFICATION DE L'ENTRÉE PRINCIPALE, AJOUT DE RAMPES EXTÉRIEURES, MODIFICATION SALLES DE CLASSES ET TOILETTE, AJOUT D'UNE PLATEFORME ÉLÉVATRICE",0,-73.8527566981623,45.48076628116697,277222.59,5037931.74,0.057308756
131276,3000687999,3000330529,2013-04-30,2013-05-13,1360  rue Ropery,Le Sud-Ouest,TR,Transformation,Commercial,Commercial,"Abaisser le niveau du plancher du rez-de-chaussée d'environ 80cm, construire les empattements pour 10 colonnes et une fosse d'ascenseur, mettre en place une dalle de propreté tels que plans approuvés. Construire 2 escaliers devant les portes d'entrée et une rampe d'accès. Pas de travaux extérieurs.",0,-73.5689597055264,45.4809947118339,299408.97,5037898.91,0.057308756
