permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
BP-2017-05759,2017-11-08,2017-11-09,1,17300.0,Addition / Alteration,"2788 VINE STREET, Vancouver, BC V6K 4S5","Enquiry Centre - Addition / Alteration - Voluntary upgrade of existing fire alarm system in this existing multiple dwelling building on this site.    

Note: This FAS upgrade is limited only to the replacement of control unit, smoke detectors, pull stations and sprinkler flow & tampers.

No work is permitted in elevator recall system.  This permit has been issued based on item #3 of Bulletin 2006-004-BU/EL.

OK for SIPS with no drawings as per W.Wong, November 8, 2017.",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Multiple Dwelling'],2017,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1573445, 49.2613703], 'type': 'Point'}, 'properties': {}}",2017-11,"{'lon': -123.1573445, 'lat': 49.2613703}",49.2613703,-123.1573445
BP-2017-05760,2017-11-08,2017-11-16,8,42500.0,Addition / Alteration,"180 KEEFER STREET, Vancouver, BC V6A 4E9","Enquiry Centre - Addition / Alteration - Voluntary upgrade of existing fire alarm system in this existing commercial building on this site.    

Note: This FAS upgrade is limited only to the replacement of control unit, smoke detectors, bells, pull stations and individual addressable modules on sprinkler zones & kitchen suppression systems.

No work is permitted in elevator recall system.  This permit has been issued based on item #3 of Bulletin 2006-004-BU/EL.

OK for SIPS with no drawings as per W.Wong, November 8, 2017.",Renovation - Commercial/ Mixed Use - Lower Complexity,"['Office Uses', 'Parking Uses']","['Parking Garage', 'Health Care Office']",2017,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1012831, 49.2789655], 'type': 'Point'}, 'properties': {}}",2017-11,"{'lon': -123.1012831, 'lat': 49.2789655}",49.2789655,-123.1012831
BP-2023-03367,2023-09-15,2023-12-06,82,100000.0,Addition / Alteration,"2828 GRANVILLE STREET, Vancouver, BC V6H 3J5","Field Review - Addition / Alteration - Interior and exterior alterations to provide improvements for Similar to Beauty and Wellness Centre at 2828 Granville Street in this existing commercial building. Scope of work includes installation of new drop ceiling and replacement of plumbing fixtures in the existing accessible washroom space. Exterior renovations are limited to replace existing tile cladding with new tile cladding at the storefront.

OK for Field review as per Eun Jeon

Notes:
1. Related to DP-2023-00710 for change of use from Retail Store to Similar to Beauty and Wellness Centre
2. Separate Sign Permit is required for new signage.

Processed through CRC.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Service Uses'],['Beauty and Wellness Centre'],2023,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1382641, 49.2602535], 'type': 'Point'}, 'properties': {}}",2023-12,"{'lon': -123.1382641, 'lat': 49.2602535}",49.2602535,-123.1382641
DB-2024-01477,2024-04-24,2024-06-21,58,70000.0,Addition / Alteration,"2075 W 29TH AVENUE, Vancouver, BC V6J 2Z9","Field Review - Addition / Alteration - Interior alterations to change the use from Single Detached House to Single Detached House with Secondary Suite.

Ok for Field Review per J. Zhang, Apr 24, 2024

Rev #1 
- To relocate kitchen and 2nd bedroom on secondary suite 
- To delete the proposed wall opening on secondary suite

Schedule B Structural - Vladimir Golijanin, P.Eng - 778-788-3055

REUP submitted per Franklin Landry, 604-562-0387, franklin@capitalhomeenergy.com

Note:
- No strata-titling will be permitted.                                           
- An annual Vancouver Business License must be obtained prior to the rental of this approved one-family dwelling and/or secondary suite on this site.       
- Install interconnected, hardwired, 120 volt smoke alarms with battery back-up and silencing feature, in each sleeping unit and within 5m outside each sleeping areas on each storey as per Building Bylaw 9.10.19.3                            
- Install Carbon Monoxide Alarm as per Building By-Law 9.32.4.2     
Upgrade work under Part 11 (based on value of work – energuide related Part 11.2.1.4.)   
- Ceiling height to be a min. 6ft 6"" over 80% of the suite area and all exit routes
- Dedicated 3'-0"" wide firefighting access path with overhead clearance of 2m to be maintained at all times
- All unsafe guards and handrails to be upgraded to the satisfaction of the Chief Building Official.",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2024,Arbutus Ridge,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1513605, 49.2460712], 'type': 'Point'}, 'properties': {}}",2024-06,"{'lon': -123.1513605, 'lat': 49.2460712}",49.2460712,-123.1513605
BP-2026-00868,2026-03-16,2026-04-13,28,400000.0,Addition / Alteration,"5701 GRANVILLE STREET, Vancouver, BC V6M 4J7","Field Review - Addition / Alteration - 201-5701 Granville Street

Interior alterations to provide tenant improvements to an existing Office on the 2nd floor (unit #201) at this existing commercial building on this site.

Scope of work includes: new partitions, doors, millwork, accessible bathroom, plumbing, electrical, mechanical. 

NOTE: Applicant requires separate sprinkler permit for any work to sprinkler systems. 

Okay for Field Review as per I.Celic March 13, 2026

Schedule A provided by Mohammed Saeed Jhatam | Urbanicity Architecture Inc | 778-688-1966

Schedule B (Architectural) provided by Mohammed Saeed Jhatam | Urbanicity Architecture Inc | 778-688-1966

Schedule B (Electrical) provided by Patrick Krzesinski, P.Eng. | Western Element Engineering Inc. | 604-986-4128

Schedule B (Mechanical/Plumbing) provided by Nathan Young | The AME Consulting Group LTD. | 604-684-5995",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2026,Kerrisdale,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1401609, 49.2339388], 'type': 'Point'}, 'properties': {}}",2026-04,"{'lon': -123.1401609, 'lat': 49.2339388}",49.2339388,-123.1401609
BP-2019-04014,2019-09-06,2020-03-06,182,0.0,New Building,"3231 ST. CATHERINES STREET, Vancouver, BC V5V 4K6","High Density Housing / Commercial - New Building - Building Permit for DP-2018-00990 (2FD)

To construct a new two-storey plus crawl space two-family dwelling ($400,000) with a common electrical room at the rear of the site with an attached garage providing 2 parking spaces having vehicular access from the north lane. 

Stru B & Geotech B are submitted. 
Refer to Main Building Permit BP-2019-04013 for Documents and Time Entry. 

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL 2014********

Building Review Branch Notes:
- Entire building to be sprinklered to NFPA 13R as per VBBL 3.2.5.5.(3)(b). 
- The handrail in the middle of the front porch stairs must not be removed at any time. 
- All new windows, doors and skylights shall conform to AAMA/WDMA/CSA101/I.S.2/A440, NAFS
- Required 2'10"" deep landing at the bottom of stairs in the garage shall be painted.",,"['Dwelling Uses', 'Parking Uses']","['Infill Two-Family Dwelling', 'Parking Garage']",2020,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0861363, 49.2558228], 'type': 'Point'}, 'properties': {}}",2020-03,"{'lon': -123.0861363, 'lat': 49.2558228}",49.2558228,-123.0861363
BP-2024-04494,2024-11-14,2024-12-10,26,100000.0,Addition / Alteration,"1128 W BROADWAY, Vancouver, BC V6H 1G5","Field Review - Addition / Alteration - Unit #9 
Interior alterations and change of use from School, Arts and Self-Improvement to a Health Enhancement Centre and provide tenant improvements to this unit #9 in this existing commercial building on this site.

Scope of work: new interior walls & doors, accessible washroom, lighting and plumbing fixtures.

Ok for Field Review per J. Zhang, Nov 15, 2024

Related DP-2024-00895

Rev #1
- To change the ceiling height to 10ft  

Schedule B Plumbing - Alex Z. Q. Li, P.Eng - 778-323-1368, ali@liaengineering.com",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Health Enhancement Centre'],2024,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1296643, 49.2631506], 'type': 'Point'}, 'properties': {}}",2024-12,"{'lon': -123.1296643, 'lat': 49.2631506}",49.2631506,-123.1296643
BP-2017-00239,2017-01-13,2017-02-14,32,115000.0,Addition / Alteration,"1515 FRANKLIN STREET, Vancouver, BC V5L 1P3","Field Review - Addition / Alteration - Change of use from Metal Products Manufacturing - Class B to Storage Warehouse and interior alterations to install a freight elevator for new Storage warehouse tenant at 1515 & 1525 Franklin St in this existing industrial building. Scope of work includes validating walls built without permit on the second floor.

No exterior alterations proposed.

Addressing note :
1515 Franklin St - full second floor
1525 Franklin St - West half side of ground floor
1575 Franklin St - East half side of ground floor

OK for field review as per Leighton Williams & Barrie Smith, January 13, 2017

Note: 
1. No DP required as Storage warehouse is outright use in M-2 and lesser parking required as per Eun Jeon, January 13, 2017.
2. Two units (1515 & 1525 Franklin St) are connected by a fire rated freight elevator only. 

Schedules submitted:
A/B (Arch) by Bob Turner, Arch. - 604.682.4853
B (Structural) by Carlos Chiu, Struct. Eng - 604.737.9830

Energy upgrade: L2 - Lighting - Upgrade to incorporate Automatic Lighting Shutoff (per 9.4.1.1 of ASHRAE 90.1 - 2010)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Transportation and Storage Uses'],['Storage Warehouse'],2017,Grandview-Woodland,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0739038, 49.2825143], 'type': 'Point'}, 'properties': {}}",2017-02,"{'lon': -123.0739038, 'lat': 49.2825143}",49.2825143,-123.0739038
BP-2020-00157,2020-01-15,2020-02-25,41,200000.0,Addition / Alteration,"1330 PENDRELL STREET, Vancouver, BC V6E 1L9","Field Review - Addition / Alteration - Exterior and interior alterations to the existing amenity space in this existing multiple dwelling building on this site. 

Scope to Include: Decommissioning the existing amenity pool and infilling the space. Amenity space shall be available to the residents in the building at all times. NO commercial fitness class allowed. New Accessible washroom and change area. Updates to lighting and the existing Sauna. Exterior glazing updates to match existing. A/C unit added to exterior of amenity space. 

OK For Field Review per A.Campbell & D.Jung - Jan.15.2020 

Energy upgrade:
L2 - Lighting - Upgrade to Local Control (per 9.4.1.1.(a) of ASHRAE 90.1-2016)",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Not Applicable'],2020,West End,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1347953, 49.2837242], 'type': 'Point'}, 'properties': {}}",2020-02,"{'lon': -123.1347953, 'lat': 49.2837242}",49.2837242,-123.1347953
BP-2020-02288,2020-07-24,2020-09-08,46,65000.0,Addition / Alteration,"942 E 21ST AVENUE, Vancouver, BC V5V 1S5","Field Review - Addition / Alteration - Interior alterations to provide improvements to the 1st and 2nd storeys, including a new interconnection and exterior alterations to provide a new 4'-0"" wide by 1'-6"" high window at the west elevation for the existing master bedroom on the 2nd storey, at this existing One-Family Dwelling with Secondary Suite building.

Scope of work:
Basement - convert bed room to playroom, new doors, new stairs, and storage under stairs
Main fl - new doors & one window, replace stairs and handrail, and new gas fireplace, 

OK to process as BP only for exterior alterations to provide a new 4'-0"" wide by 1'-6"" high window at the west elevation as per Sonia Erichsen, July 24, 2020.

OK for field review as per Howie Chow, July 24, 2020.

Schedule B Structural, Geotechnical Temp & Permanent submitted per Jeff Allester, 604-228-0518

REUP submitted per Tao Xue, 778-898-3296
Scope of work to include energy upgrade in accordance with Article 11.2.1.4 of the 2019 Vancouver Building By-law.  Blower door air sealing as per the Energy Efficiency Upgrade Details noted in the Energuide Report.",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2020,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0848237, 49.2515717], 'type': 'Point'}, 'properties': {}}",2020-09,"{'lon': -123.0848237, 'lat': 49.2515717}",49.2515717,-123.0848237
BP-2017-02226,2017-04-27,2017-05-18,21,10000.0,Addition / Alteration,"1770 W 7TH AVENUE, Vancouver, BC V6J 4Y6","Enquiry Centre - Addition / Alteration - Voluntary upgrade of existing fire alarm system.  This FAS upgrade is limited to the replacement of the existing control unit with a new control unit without altering the existing wiring and outlet boxes.  No proposed upgrade for the elevator automatic emergency recall. This permit has been issued based on item #3 of Bulletin 2006-004-BU/EL. 

Note: The existing field devices incorporated in the fire alarm system shall be compatible with the new control unit in conformance with the CAN/ULC-S524.

OK for SIPS without drawings, per L. Clarke, April 27, 2017.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2017,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1450194, 49.2652153], 'type': 'Point'}, 'properties': {}}",2017-05,"{'lon': -123.1450194, 'lat': 49.2652153}",49.2652153,-123.1450194
BP-2019-03917,2019-08-30,2019-10-18,49,100000.0,Addition / Alteration,"1673 RENFREW STREET, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations for first tenant in this existing retail space to provide retail food (bubble tea) with less than 16 seats, new accessible washroom and other minor interior alterations.

Ok for field review per L Clarke Aug 30/19

Energy Upgrade exempt - First Tenant Improvement",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2019,Hastings-Sunrise,"{'type': 'Feature', 'geometry': {'coordinates': [-123.044304, 49.2697307], 'type': 'Point'}, 'properties': {}}",2019-10,"{'lon': -123.044304, 'lat': 49.2697307}",49.2697307,-123.044304
BP-2021-01254,2021-03-31,2021-06-02,63,100000.0,Addition / Alteration,"608 W BROADWAY, Vancouver, BC","Field Review - Addition / Alteration - 608 W Broadway - 
Interior alterations and change of Major Occupancy from Office (D) to Retail - Limited Food (E), Small Suite to provide improvements for a new tenant at 608 W Broadway on the ground floor of this commercial building on this site.

Scope of work includes: alterations to remove walls, washroom and plumbing fixtures; new walls, accessible washroom, doors, plumbing fixtures, ceiling and electrical; new lighting, paint and finishes throughout.

REV #1 (R. Foster) issued September 22, 2021 to change GWB ceiling throughout: Back of house, entrance & showroom changed to T-bar ceiling and open public area changed to an open ceiling, recessed lighting over public area changed to pendant lighting.  
 
Tenant: OneOz Tropica (approx. 768 sq. ft.)

OK for Field Review per W. Wong, March 31, 2021.

Notes:
~ Energy Upgrade: E2 - Lighting - Upgrade to Local Control (per 9.4.1.1.(a) of ASHRAE 90.1-2016)
~ 2 layers gypsum wall board required on suite side (east and west) as per Part 11 – Minor Alterations and change of Major Occupancy (Small Suite)
~ Building Sprinklered – Building inspector to determine on site if a separate sprinkler permit is required.
~ Schedule A CRP and Schedule B Architectural submitted by Jeff X. Shen, Architect, AIBC. of J & S Architect Inc., Tel: 604-210-9698.
~ Schedule B Plumbing submitted by Wei (David) Chen, P. Eng., of Chen Consulting Inc., Tel: 604 722-4895.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2021,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1178274, 49.2631975], 'type': 'Point'}, 'properties': {}}",2021-06,"{'lon': -123.1178274, 'lat': 49.2631975}",49.2631975,-123.1178274
BP-2019-02648,2019-06-13,2021-07-19,767,705000.0,Addition / Alteration,"3509 TRIUMPH STREET, Vancouver, BC V5K 1V2","High Density Housing / Commercial - Addition / Alteration - NOTE: This is a NFPA 13R application. 

Building #1, NFPA 13D (2014 Permit)
To retain and convert a two-storey with basement, character one-family dwelling to a Two-Family Multiple Conversion Dwelling (and to construct a new detached two-storey, One-Family Dwelling infill with 2 car garage, and 1 adjacent surface parking space at the rear of the site - separate permit)


Building Review Branch Notes:
- Main building project value: $500,000
- Main permit for this lot (infill BP-2019-02649), all time entries, reviews, etc. Building Permit for DP-2018-00769 
- West side of main building is less than 1 m away from property line. Any new construction has to be non-combustible. Roof overhang will be cut back to provide minimum 0.45 m distance from property line.
- All faces of infill to be 1 hour fire-rated. Roof overhang projecting within 1.2 m form property line to be non-combustible.
- All new windows, doors, and skylights shall conform to AAMA/WDMA/CSA101/I.S.2/A440, NAFS.

* Reviewed under VBBL 2014 and during 2020 pandemic crisis

Revision 1
- Basement: HRV unit relocate to basement (Both Units)
                  Add AC unit: Ext units located at _______, Int. unit located at basement crawl space
                  Washroom configuration modified adaptable washroom (Both Units)
                  East Elevation windows size change ( 1 in South unit, 1 in North unit)

-First Floor:  3 piece bathroom removed and replace with 2 piece bathroom (Both Units)
                  Bathroom and kitchen location changed (Both units)
                  North Elevation window size change (2 in north unit)

-Second Floor: South unit washroom remove and add closet
                     North unit washroom and closet configuration modified and relocated.
                     North unit window size change (2 in north units)",,['Dwelling Uses'],['Multiple Conversion Dwelling'],2021,Hastings-Sunrise,"{'type': 'Feature', 'geometry': {'coordinates': [-123.027896, 49.2841219], 'type': 'Point'}, 'properties': {}}",2021-07,"{'lon': -123.027896, 'lat': 49.2841219}",49.2841219,-123.027896
BP-2021-01152,2021-03-29,2021-05-05,37,12000.0,Addition / Alteration,"3797 COMMERCIAL STREET, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations to improve this existing Office Shell Space to a General Office space in this existing Mixed Use Building on this site.

Scope of work:
Construct one accessible washroom.  Construct kitchenette, construct interior walls and doors to create storage room and one meeting room. Finishing throughout.

OK for field review per Bryan To, April 26, 2021

Energy Upgrade Exempted: First TI.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2021,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0681604, 49.2509817], 'type': 'Point'}, 'properties': {}}",2021-05,"{'lon': -123.0681604, 'lat': 49.2509817}",49.2509817,-123.0681604
DB-2024-02913,2024-08-01,2024-10-09,69,50000.0,Addition / Alteration,"6672 MAIN STREET, Vancouver, BC V5X 3H2","Field Review - Addition / Alteration - 6672 Main St
Interior alterations and a change of use from Retail to School - Arts or Self Improvement to provide improvements for a new tenant at 6672 Main St on the ground floor of this mixed use building on this site.

OK for DB per M.Tavanpour
OK for Field Review per W.Wong

Rev #1 
- Remove existing office to accommodate the accessible toilet
- Reduce width of rear staircase to 3'-6"" wide
- Add 2 new doors at front 
- Remove existing T-bar ceiling and lighting at the tutorial area, add 2 layers of 1/2"" drywall & complete with new 2'x4' T-bar ceiling below drywall ceiling
- Install new T-bar ceiling in accessible washroom, remove & replace existing lights with new led lights
- Revised size mechanical room with new hatch door and revised size of washroom & raised platform
- Increase construction cost of 10,000.00",Renovation - Commercial/ Mixed Use - Lower Complexity,['Service Uses'],['School - Arts or Self-Improvement'],2024,Sunset,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1012775, 49.2240908], 'type': 'Point'}, 'properties': {}}",2024-10,"{'lon': -123.1012775, 'lat': 49.2240908}",49.2240908,-123.1012775
BP-2017-03370,2017-06-23,2017-09-18,87,4000.0,Addition / Alteration,"1251 W 71ST AVENUE, Vancouver, BC V6P 3A9","High Density Housing / Commercial - Addition / Alteration - Interior alterations to provide elevator upgrades to one (1) elevator in this existing 4-storey residential building on this site for CSA-B44-07 upgrade.

Scope of work: 
- Installation of automatic emergency recall in accordance with Bulletin 2008-002-BU/EL.
- Replacement of elevator control.
- Installation of smoke detectors and heat detectors.

Building Review Branch Notes:
1. Related Fire Alarm Upgrade Permit BP-2016-02710
2. Related Electrical Permit EP-2017-05167
3. Fire Safety Plan and or Operations Manual to be updated to show alterations. Plans to be submitted to Fire Prevention office for approval
   Evacuation plans for occupants to be updated.
4. Schedule B provided - Architectural & Electrical.",,['Dwelling Uses'],['Multiple Dwelling'],2017,Marpole,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1339708, 49.2072282], 'type': 'Point'}, 'properties': {}}",2017-09,"{'lon': -123.1339708, 'lat': 49.2072282}",49.2072282,-123.1339708
BP-2024-04436,2024-11-08,2025-01-21,74,63735.0,Addition / Alteration,"900 W GEORGIA STREET, Vancouver, BC","High Density Housing / Commercial - Addition / Alteration - Elevator modernization of the service (#10 to 13) elevators and freight (#14) elevator for this existing high-rise Municipally Designated Heritage 'M' Vancouver Hotel Building on this site.

Notes:
1. Main Level - Main Recall Level
2. Mezzanine Level - Alternate Recall Level.
3. Permit reviewed and approved to VBBL #12511 (2019)",,['Service Uses'],['Hotel'],2025,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1211068, 49.2837204], 'type': 'Point'}, 'properties': {}}",2025-01,"{'lon': -123.1211068, 'lat': 49.2837204}",49.2837204,-123.1211068
BP-2024-03044,2024-08-12,2024-12-16,126,100000.0,Addition / Alteration,"1339 BURNABY STREET, Vancouver, BC V6E 1R2","High Density Housing / Commercial - Addition / Alteration - Replacement of fire alarm system to this existing high-rise multiple dwelling building on this site. 
Scope of work to include installing detection devices to support future Elevator Recall functionality.  

Notes:
1. As a condition of this permit, a BP for the elevator upgrade portion to this building shall be submitted to validate electrical permit EP-2024-02111. This BP shall not close until a BP attached to EP-2024-02111 is submitted. 
2. Permit reviewed and approved to VBBL #12511 (2019) 

Revision #1 (P Volpi, June 24/25):
Adding elevator recall system for the fire alarm system upgrade and the elevator upgrade to meet the requirements of CAN B44-16.
Main Recall Level - Ground Floor
Alternate Recall Level - Upper Parking Level",,['Dwelling Uses'],['Multiple Dwelling'],2024,West End,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1363872, 49.2826496], 'type': 'Point'}, 'properties': {}}",2024-12,"{'lon': -123.1363872, 'lat': 49.2826496}",49.2826496,-123.1363872
BP-2020-00612,2020-02-18,2020-03-24,35,80000.0,Addition / Alteration,"4750 MAIN STREET, Vancouver, BC","Field Review - Addition / Alteration - To permit a Change of Use from Retail(E) to Heath Care Office(D) in this existing commercial Building on this site. 

Scope to include: Demo the interior walls and build all new interior walls for a new Health Care Office, New Accessible bathroom added.  

OK For Field Review Per - A.Campbell & H.Hartwell - Feb.18.2020 

OK For Small Suite - Minor Reno Part 11 Upgrades 
E2 - Lighting - Upgrade to incorporate Automatic Full OFF (per 9.4.1.1.(h) of ASHRAE 90.1-2016)\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t",Renovation - Commercial/ Mixed Use - Lower Complexity,"['Office Uses', 'Retail Uses']","['Health Care Office', 'Retail Store']",2020,Riley Park,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1013117, 49.2424867], 'type': 'Point'}, 'properties': {}}",2020-03,"{'lon': -123.1013117, 'lat': 49.2424867}",49.2424867,-123.1013117
BP-2024-04834,2024-12-03,2025-01-16,44,100000.0,Addition / Alteration,"1148 HOMER STREET, Vancouver, BC V6B 2X6","Field Review - Addition / Alteration - #406 and #408 (become #401)

Interior demolition and combine the existing office unit #406 and #408 into one unit (#401) on the 4th floor of this existing commercial building.  

Scope of work: Remove the demising wall between the 2 suites and change it to suite #401.  Demolish all existing partitions, doors/frames/hardware, millwork to shell. Some electrical and plumbing work.

Revision #1: Changes to interior layout including new entrance and increased elevator lobby size, and new storage closet.  Increase in project cost of $50,000. - May 6/25 - LLL

Separate permit is required for future tenant improvement or to change the use.

Schedule A and Architectural Schedule B submitted by Ken Wong, Architect, AIBC., 604.899.4549

Building Sprinklered – Building inspector to determine on site if a separate sprinkler permit is required.

Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2025,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.12236, 49.2754852], 'type': 'Point'}, 'properties': {}}",2025-01,"{'lon': -123.12236, 'lat': 49.2754852}",49.2754852,-123.12236
BP-2023-00914,2023-03-13,2023-04-13,31,150000.0,Addition / Alteration,"2245 KINGSWAY, Vancouver, BC V5N 2T6","Field Review - Addition / Alteration - Interior alterations to provide tenant improvements and change of use from beauty and Wellness Centre to a new Health Care Office tenant at 2245 Kingsway on the ground floor of this existing mixed-use building.

Scope of work includes: New accessible washroom and demising existing interior walls to provide new interior layout.

Okay for Field Review per M. Lee

Letter of assurance provided by
Schedule A & B (Architectural): Jeff Xinjun Shen, Architect AIBC, 604-210-9698
Schedule B (Mechanical & Plumbing); Jin Xing Song, 778-861-1566

Note:
Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).  All energy upgrades will be checked during the inspections stage.  It is the applicant’s responsibility to identify and note all required upgrades including energy upgrades on their BP drawings at BP stage.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Health Care Office'],2023,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0598061, 49.2430108], 'type': 'Point'}, 'properties': {}}",2023-04,"{'lon': -123.0598061, 'lat': 49.2430108}",49.2430108,-123.0598061
BP-2021-00348,2021-01-29,2021-02-17,19,2500000.0,Addition / Alteration,"550 BURRARD STREET, Vancouver, BC V6C 2B5","Field Review - Addition / Alteration - #1188 - 11th Floor

Interior alterations to provide tenant improvements for this existing full floor office tenant on the 11th floor (#1188) of this existing commercial use building. Scope of work includes complete removal of existing interior partitions, construction of new reception area, offices and meeting rooms; new staff kitchen and lounge; relocation of new lighting; new hot water tank for the staff kitchen; and elevator lobby alterations to include new exit door to the stairwell.

Building Sprinklered – Separate sprinkler permit required for proposed sprinkler work.

OK For Field Review per Kim V - Jan 29/21

Notes:
- Schedule A: Edwin Tak Wan Wong, RA, 604-312-4889
- Schedule B: Architectural, Edwin Tak Wan Wong, RA, 604-312-4889
- Schedule B: Mechanical & Plumbing, Ronald Braun, M.SC & P.Eng, 778- 
  238-2638
- Schedule B: Fire Suppression Systems, Md Kamrunjjaman, P.Eng, 604- 
  687-1800
- Schedule B: Electrical, Ivan Lee, P.Eng, 604-687-1800
- DBI may request Structural drawings and schedule at time of 
  inspection
- BOMA BESt building",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2021,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1181517, 49.2857132], 'type': 'Point'}, 'properties': {}}",2021-02,"{'lon': -123.1181517, 'lat': 49.2857132}",49.2857132,-123.1181517
BP-2019-05205,2019-11-13,2019-12-19,36,50000.0,Addition / Alteration,"2144 W 41ST AVENUE, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations and change of use from retail to Office (Financial Institution) for new tenant. Scope of work includes renovate suite, new partition walls, upgrade washroom to be accessible, and applicable small suite change-of-occupancy upgrades.

OK for field review per L.Telefson, Nov.13, 2019
This permit has been issued under the requirements of VBBL 2019

Energy upgrade:
L2 - Lighting - Upgrade to incorporate Automatic Full OFF (per 9.4.1.1.(h) of ASHRAE 90.1-2016)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Financial Institution'],2019,Arbutus Ridge,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1569963, 49.2345484], 'type': 'Point'}, 'properties': {}}",2019-12,"{'lon': -123.1569963, 'lat': 49.2345484}",49.2345484,-123.1569963
BP-2019-00923,2019-03-05,2019-04-17,43,1000000.0,Addition / Alteration,"1930 PANDORA STREET #309, Vancouver, BC","Field Review - Addition / Alteration - #309 - 3rd floor (Building 1)

Interior alterations to provide the first tenant improvement to this shell space for a new General Office tenant on the 3rd floor (#309) of this existing mixed-use industrial and commercial Building.

Scope of work:  complete tenant fit-out including new full height partition walls, glazing, doors, ceiling, millwork, finishes, addition of accessible shower, accessible washroom, new staff kitchen and additional washroom on mezzanine, new lighting, HVAC, electrical, mechanical, plumbing and sprinkler work.

Letters of Assurance submitted by:

Schedule A, Danny Ka Wai Wong, AIBC, ph: 604-773-2068
Architectural Schedule B, Danny Ka Wai Wong, AIBC, ph: 604-773-2068
Electrical Schedule B, Navtej S. Bains, P. Eng., ph: 604-569-6500
Mechanical and Plumbing Schedule B, Rodney Yeoh, P. Eng., ph: 604-255-1169

Tenant:  Woodward Products 

OK for field review as per A. Campbell,  March 5th, 2019.
No energy upgrade required. 

Building Sprinklered – Separate sprinkler permit required for proposed sprinkler work",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2019,Grandview-Woodland,"{'type': 'Feature', 'geometry': {'coordinates': [-123.065072, 49.2830059], 'type': 'Point'}, 'properties': {}}",2019-04,"{'lon': -123.065072, 'lat': 49.2830059}",49.2830059,-123.065072
