row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,count,latitude,longitude,location,geometry_point,floor_area,bia,occupancy_granted_date
1-96513954,2010-05-12T00:00:00.000,2010-05-12T00:00:00.000,2010,5,Other Miscellaneous Building,To Construct an addition (lift the main floor of a bungalow to create a basement).,Single Detached House (110),(02) Addition,43800,0,10911 - 163 STREET NW,Plan 4330KS Blk 15 Lot 6,RS,4290,MAYFIELD,1,53.55538279028799,-113.60039562182872,"{'latitude': '53.55538279028799', 'longitude': '-113.60039562182872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60039562182872, 53.55538279028799]}",1000,,
1-112631056,2011-08-26T00:00:00.000,2011-08-26T00:00:00.000,2011,8,Other Miscellaneous Building,"To construct an addition (16.46m x 8.31m) to a single detached house with an elevator, side veranda and basement development (large double garage, guest room, flex room, and mechanical rooms).",Single Detached House (110),(02) Addition,271000,0,2145 - 28 AVENUE SW,Plan 7521733 Blk 1 Lot 3,AG,6663,DECOTEAU,1,53.40681882857579,-113.37476830596488,"{'latitude': '53.40681882857579', 'longitude': '-113.37476830596488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.37476830596488, 53.40681882857579]}",1193,,
1-147497748,2014-01-30T00:00:00.000,2014-01-30T00:00:00.000,2014,1,Other Miscellaneous Building,To construct exterior alterations (install wheelchair lift on new 1.52m x 1.52m concrete pad in front yard) to an existing Single Detached House.,Single Detached House (110),(03) Exterior Alterations,10000,0,12106 - 123 STREET NW,Plan RN64 Blk 22 Lot 2,RS,3350,PRINCE CHARLES,1,53.575430967278045,-113.53467133456753,"{'latitude': '53.575430967278045', 'longitude': '-113.53467133456753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53467133456753, 53.575430967278045]}",25,,
0-141203477,2013-07-15T00:00:00.000,2013-07-15T00:00:00.000,2013,7,Other Miscellaneous Building,To install al Wheel Chair Lift at rear of an existing Single Family Dwelling.,Single Detached House (110),(03) Exterior Alterations,1000,0,2120 - 35A AVENUE NW,Plan 0224916 Blk 52 Lot 135,RSF,6790,WILD ROSE,1,53.47010590353696,-113.3752829926942,"{'latitude': '53.47010590353696', 'longitude': '-113.3752829926942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3752829926942, 53.47010590353696]}",20,,
1-128872261,2012-10-15T00:00:00.000,2012-10-15T00:00:00.000,2012,10,Other Miscellaneous Building,To construct an addition to a Single Detached House ( Lift existing house to add 1 level to make 2 storey),Single Detached House (110),(02) Addition,40000,0,12804 - 133 STREET NW,Plan 1847KS Blk 55 Lot 1,RS,3010,ATHLONE,1,53.58594014687552,-113.55084920476439,"{'latitude': '53.58594014687552', 'longitude': '-113.55084920476439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55084920476439, 53.58594014687552]}",984,,
1-101144407,2010-11-30T00:00:00.000,2010-11-30T00:00:00.000,2010,11,Other Miscellaneous Building,"To construct an addition to a Single Detached House (1.8 m x 4.05 m), to built a rear uncovered deck and to installl a wheelchair lift.",Single Detached House (110),(02) Addition,36000,0,5608 - 89 AVENUE NW,Plan 2593MC Blk 50 Lot 16,RS,6350,KENILWORTH,1,53.52223645405498,-113.42275784696183,"{'latitude': '53.52223645405498', 'longitude': '-113.42275784696183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42275784696183, 53.52223645405498]}",87,,
0-126099016,2012-07-12T00:00:00.000,2012-07-12T00:00:00.000,2012,7,Other Miscellaneous Building,To construct interior alterations to an existing single house ( bathroom renovations - converting to handicapped accessible use - drive in mud shower),Single Detached House (110),(03) Interior Alterations,10000,0,12727 - 114 STREET NW,Plan 5860HW Blk C Lot 23,RS,3070,CALDER,1,53.585886211778416,-113.51778632781672,"{'latitude': '53.585886211778416', 'longitude': '-113.51778632781672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51778632781672, 53.585886211778416]}",400,,
1-97412213,2010-05-25T00:00:00.000,2010-05-25T00:00:00.000,2010,5,Other Miscellaneous Building,"To Construct an Addition (4.2m X 6.1m - Rear) and (0.6m X 3.3m - Cantilever), Uncovered deck with a Wheelchair lift.",Single Detached House (110),(02) Addition,90000,0,21355 - 91 AVENUE NW,Plan 0425140 Blk 23 Lot 178,RSF,4730,SUDER GREENS,1,53.52453679665646,-113.6882850254604,"{'latitude': '53.52453679665646', 'longitude': '-113.6882850254604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6882850254604, 53.52453679665646]}",300,,
0-133840352,2013-02-05T00:00:00.000,2013-02-05T00:00:00.000,2013,2,Other Miscellaneous Building,To construct interior alterations in a Single Detached House (Removal of existing handrail/guardrail and replacing new).,Single Detached House (110),(03) Interior Alterations,3400,0,2044 - 45 STREET NW,Plan 7823024 Blk 15 Lot 34,RS,6580,POLLARD MEADOWS,1,53.45348954672958,-113.41160860318065,"{'latitude': '53.45348954672958', 'longitude': '-113.41160860318065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41160860318065, 53.45348954672958]}",220,,
1-116210102,2011-10-14T00:00:00.000,2011-10-14T00:00:00.000,2011,10,Other Miscellaneous Building,To construct exterior alterations (wheelchair lift addition to existing front steps),Single Detached House (110),(03) Exterior Alterations,3203,0,12308 - 83 STREET NW,Plan 8148AC Blk 40 Lot 29,RS,1100,EASTWOOD,1,53.57853351305403,-113.46958246159396,"{'latitude': '53.57853351305403', 'longitude': '-113.46958246159396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46958246159396, 53.57853351305403]}",40,,
1-107599479,2011-05-20T00:00:00.000,2011-05-20T00:00:00.000,2011,5,Other Miscellaneous Building,"To construct an addition to a Single Detached House (11.03m x 3.2m.) at the rear, with interior, including basement development & exterior alterations  (lifting existing house and adding foundation and main floor",Single Detached House (110),(02) Addition,90000,0,12728 - 135 STREET NW,Plan 1940KS Blk 52 Lot 7,RS,3010,ATHLONE,1,53.58521613605564,-113.55387769522096,"{'latitude': '53.58521613605564', 'longitude': '-113.55387769522096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55387769522096, 53.58521613605564]}",331,,
1-118819024,2012-02-09T00:00:00.000,2012-02-09T00:00:00.000,2012,2,Other Miscellaneous Building,"To construct a secondary suite in a single detached house (existing without permits). Smoke detectors, drywall furnace room, install handrail.  2 bedrooms, 1 bathroom, 1 storage room, 1 furnace room, 1 living room, 1 kitchen.",Single Detached House (110),(07) Add Suites to Single Dwelling,11500,1,"BSMT, 7512 - 83 STREET NW",Plan 959KS Blk 1 Lot 11,RS,6020,AVONMORE,1,53.511722837510796,-113.45571372308032,"{'latitude': '53.511722837510796', 'longitude': '-113.45571372308032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45571372308032, 53.511722837510796]}",900,,
0-120782940,2012-03-23T00:00:00.000,2012-03-23T00:00:00.000,2012,3,Other Miscellaneous Building,To construct interior alterations to an existing Single Detached House - Elevator,Single Detached House (110),(03) Interior Alterations,57250,0,2409 - CAMERON RAVINE DRIVE NW,Plan 0628172 Blk 11 Lot 1,RSF,4466,CAMERON HEIGHTS,1,53.4708930071292,-113.62901673576783,"{'latitude': '53.4708930071292', 'longitude': '-113.62901673576783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62901673576783, 53.4708930071292]}",100,,
1-111997575,2011-09-01T00:00:00.000,2011-09-01T00:00:00.000,2011,9,Other Miscellaneous Building,To construct Exterior Alterations (lift house and move house right approximately 20 cm replace foundation) with new foundation for supporting existing porch/redo) and construct an addition (mudroom under west side cantilever).,Single Detached House (110),(02) Addition,40000,0,11033 - 123 STREET NW,Plan RN39B Blk 44 Lot 14,RS,3440,WESTMOUNT,1,53.55831474404609,-113.53366572757271,"{'latitude': '53.55831474404609', 'longitude': '-113.53366572757271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53366572757271, 53.55831474404609]}",680,,
0-118477073,2011-12-22T00:00:00.000,2011-12-22T00:00:00.000,2011,12,Other Miscellaneous Building,To demolish an existing ramp (unsafe condition) see report in docs.,Single Detached House (110),(03) Exterior Alterations,1000,0,6512 - 134 AVENUE NW,Plan 798MC Blk 1 Lot 1,RSM,2080,BELVEDERE,1,53.595656568714496,-113.44243374921285,"{'latitude': '53.595656568714496', 'longitude': '-113.44243374921285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44243374921285, 53.595656568714496]}",100,,
1-92577822,2010-10-08T00:00:00.000,2010-10-08T00:00:00.000,2010,10,Other Miscellaneous Building,To change the use of both units of a Semi Detached to a Group Home (for 10 adults) and to construct interior and exterior alterations. Barrier free washroom and barrier free ramp relaxation granted.,Semi-Detached House (210),(11) Remove Suites,75000,-1,6111 - 109 STREET NW,Plan 2958HW Blk 27 Lot 12,RS,5010,ALLENDALE,1,53.499000011864034,-113.51147337456514,"{'latitude': '53.499000011864034', 'longitude': '-113.51147337456514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51147337456514, 53.499000011864034]}",4000,,
0-105988285,2011-03-14T00:00:00.000,2011-03-14T00:00:00.000,2011,3,Other Miscellaneous Building,"To construct interior alterations in a Single Detached House (for wheelchair access).  Elevator installation, washroom renovations, doorways.",Single Detached House (110),(03) Interior Alterations,189000,0,359 - HOLLICK-KENYON ROAD NW,Plan 9323171 Blk 31 Lot 87,RS,2340,HOLLICK-KENYON,1,53.62102646812125,-113.42640746258944,"{'latitude': '53.62102646812125', 'longitude': '-113.42640746258944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42640746258944, 53.62102646812125]}",1000,,
1-98341931,2010-07-13T00:00:00.000,2010-07-13T00:00:00.000,2010,7,Other Miscellaneous Building,To construct an addition to a single detached house (Secondary Suite at Grade) and a rear uncovered deck and side yard ramp. Inspection done by Current Planning.,Single Detached House (110),(07) Add Suites to Single Dwelling,80000,1,12058 - 58 STREET NW,Plan 1854HW Blk 24 Lot 10,RS,2550,MONTROSE,1,53.57454939621823,-113.43113189137094,"{'latitude': '53.57454939621823', 'longitude': '-113.43113189137094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43113189137094, 53.57454939621823]}",617,,
1-110758371,2011-07-27T00:00:00.000,2011-07-27T00:00:00.000,2011,7,Other Miscellaneous Building,"To construct exterior alterations (ground level deck 4.57m x 4.27m with wheelchair lift and stairs, DECK 1 3.05m x 3.66m, DECK 2 3.66m x 4.88m, and DECK 3 3.05m x 5.49m) to a mobile  home.",Mobile Home (130),(03) Deck Attached,300,0,3354 - LAKEVIEW ROAD NW,Plan 0627961 Blk 1 Lot 7,RSF,4620,WESTVIEW VILLAGE,1,53.55217004486817,-113.69726270715786,"{'latitude': '53.55217004486817', 'longitude': '-113.69726270715786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.69726270715786, 53.55217004486817]}",702,,
1-121366790,2012-05-02T00:00:00.000,2012-05-02T00:00:00.000,2012,5,Other Miscellaneous Building,"To construct a Secondary Suite within a Single Detached House (and to install an elevator).  Two bedrooms, Two bathrooms, livingroom / kitchen, shared mech. / laundry room, elevator.",Single Detached House (110),(07) Add Suites to Single Dwelling,82000,1,"BSMT, 11336 - 57 AVENUE NW",Plan 2955MC Blk 13 Lot 38,RS,5270,LENDRUM PLACE,1,53.49476542959026,-113.52496604835777,"{'latitude': '53.49476542959026', 'longitude': '-113.52496604835777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52496604835777, 53.49476542959026]}",1120,,
0-87065627,2009-06-03T00:00:00.000,2009-06-03T00:00:00.000,2009,6,Commercial Final,To Construct interior refurbishments to an apartment condo - to replace guards and handrail within exit stairwells,Apartment Condos (315),(03) Interior Alterations,6800,0,9925 - 156 STREET NW,Condo Common Area (Plan 0824438),RM,4580,WEST JASPER PLACE,1,,,,,,,
2-473408572,2025-11-12T00:00:00.000,2025-11-12T00:00:00.000,2025,11,"Single, Semi-detached & Rowhousing","To construct a Residential Use building in the form of a Single Detached House with front attached Garages, rear covered deck (12.65m x 4.88m), unenclosed front porch, fireplace, elevator, balcony, wet bar on third floor, and Basement development with wet bar (NOT to be used as an additional Dwelling - 2 bedrooms, 2 bathrooms, rec area, theatre room, 2 mechanical rooms, storage room).",Single Detached House (110),(01) Building - New,2059500,1,323 - 153 AVENUE NW,Plan 2620820 Lot E,AG,2690,RURAL NORTH EAST SOUTH STURGEON,1,,,,,16476,,2025-02-05
1-151533995,2014-06-18T00:00:00.000,2014-06-18T00:00:00.000,2014,6,Other Miscellaneous Building,To construct an addition to a Single Detached House (House addition for exterior elevator - 1.68m x 1.68m),Single Detached House (110),(02) Addition,100000,0,8404 - 118 STREET NW,Plan 4116HW Blk 13 Lot 29,RS,5580,WINDSOR PARK,1,53.52001463576948,-113.53530858142416,"{'latitude': '53.52001463576948', 'longitude': '-113.53530858142416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53530858142416, 53.52001463576948]}",170,,
1-185664608,2016-02-09T00:00:00.000,2016-02-09T00:00:00.000,2016,2,Other Miscellaneous Building,To construct an addition (elevator shaft) to an existing Single Detached House.,Single Detached House (110),(02) Addition,10000,0,17240 - 115 STREET NW,Plan 9722601 Blk 85 Lot 107,RS,3080,CANOSSA,1,53.63413198588139,-113.5243319145765,"{'latitude': '53.63413198588139', 'longitude': '-113.5243319145765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5243319145765, 53.63413198588139]}",36,,
1-186909934,2016-02-12T00:00:00.000,2016-02-12T00:00:00.000,2016,2,Other Miscellaneous Building,"To construct exterior alterations to a Single Detached House (temporary accessibility ramp from February 11th 2016 to September 30th, 2016).",Single Detached House (110),(03) Exterior Alterations,2000,0,9642 - 71 AVENUE NW,Plan 1763HW Blk 28 Lot 26,RS,6290,HAZELDEAN,1,53.50780695321414,-113.4785609603197,"{'latitude': '53.50780695321414', 'longitude': '-113.4785609603197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4785609603197, 53.50780695321414]}",120,,
3-167077339,2015-06-22T00:00:00.000,2015-06-22T00:00:00.000,2015,6,Other Miscellaneous Building,"To construct an addition to a Single Detached House (front covered wood deck, 3.23m x 1.23m and guardrail and handrail), exisiting without permits. This permit does not include the stair.",Single Detached House (110),(02) Addition,1800,0,10430 - 83 STREET NW,Plan 2922HW Blk 54 Lot 21,RS,6230,FOREST HEIGHTS,1,53.54720220871931,-113.45601790034533,"{'latitude': '53.54720220871931', 'longitude': '-113.45601790034533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45601790034533, 53.54720220871931]}",375,,
1-181083257,2016-04-25T00:00:00.000,2016-04-25T00:00:00.000,2016,4,Other Miscellaneous Building,"To construct an addition to a Single Detached House (rear single story addition, 6.10m x 7.32m) and a side uncovered deck  (2.44m x 1.68m), with ramp (1.31m x 5.59m @1.22m in Height).",Single Detached House (110),(02) Addition,116190,0,11622 - 127 AVENUE NW,Plan 2052AE Blk 6 Lot 26,RS,3070,CALDER,1,53.58518277571285,-113.52315410151309,"{'latitude': '53.58518277571285', 'longitude': '-113.52315410151309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52315410151309, 53.58518277571285]}",480,,
4-165748177,2015-11-16T00:00:00.000,2015-11-16T00:00:00.000,2015,11,Other Miscellaneous Building,To construct exterior alterations to an existing Single Detached House (accessible ramp).,Single Detached House (110),(03) Exterior Alterations,1500,0,4407 - 109 AVENUE NW,Plan 3327KS Blk 60 Lot 5,RS,6061,CAPILANO,1,53.55677477059086,-113.41210316288075,"{'latitude': '53.55677477059086', 'longitude': '-113.41210316288075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41210316288075, 53.55677477059086]}",0,,
1-182376929,2015-11-19T00:00:00.000,2015-11-19T00:00:00.000,2015,11,Other Miscellaneous Building,To construct exterior alterations to a Mobile Home (access ramp).,Mobile Home (130),(03) Exterior Alterations,7693,0,14 - OAK RIDGE DRIVE NW,Plan 7920218 Lot 2,RSF,6410,MAPLE RIDGE,1,53.503686760384724,-113.36030914686509,"{'latitude': '53.503686760384724', 'longitude': '-113.36030914686509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.36030914686509, 53.503686760384724]}",1,,
1-157974349,2014-07-23T00:00:00.000,2014-07-23T00:00:00.000,2014,7,Other Miscellaneous Building,To construct a ramp access to the existing Single Detached House (gradually increasing in height from grade to a max height of 0.86m).,Single Detached House (110),(03) Exterior Alterations,11757,0,11921 - 52 STREET NW,Plan 3845HW Blk 50 Lot 24,RS,2560,NEWTON,1,53.57258552930877,-113.42109544482372,"{'latitude': '53.57258552930877', 'longitude': '-113.42109544482372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42109544482372, 53.57258552930877]}",0,,
1-165748177,2014-12-16T00:00:00.000,2014-12-16T00:00:00.000,2014,12,Other Miscellaneous Building,To construct exterior alterations to an existing Single Detached House (accessible ramp).,Single Detached House (110),(03) Exterior Alterations,2000,0,4407 - 109 AVENUE NW,Plan 3327KS Blk 60 Lot 5,RS,6061,CAPILANO,1,53.55677477059086,-113.41210316288075,"{'latitude': '53.55677477059086', 'longitude': '-113.41210316288075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41210316288075, 53.55677477059086]}",128,,
5-51855687,2015-08-18T00:00:00.000,2015-08-18T00:00:00.000,2015,8,Other Miscellaneous Building,"To construc an exterior alterations (barrier free access addition for wheelchair, 15.54m in length) in front yard to an existing Single Detached House.",Single Detached House (110),(03) Exterior Alterations,15940,0,12406 - 18A AVENUE SW,Plan 0424132 Blk 10 Lot 115,RSF,5454,RUTHERFORD,1,53.416312561349756,-113.53551544823365,"{'latitude': '53.416312561349756', 'longitude': '-113.53551544823365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53551544823365, 53.416312561349756]}",177,,
0-174516566,2015-06-22T00:00:00.000,2015-06-22T00:00:00.000,2015,6,Other Miscellaneous Building,To erect a wheel chair lift.,Single Detached House (110),(03) Exterior Alterations,5000,0,13619 - 117 AVENUE NW,Plan 5995HW Blk 10 Lot 20,RS,3450,WOODCROFT,1,53.56917233768704,-113.56090247354898,"{'latitude': '53.56917233768704', 'longitude': '-113.56090247354898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56090247354898, 53.56917233768704]}",0,,
1-173763228,2015-07-23T00:00:00.000,2015-07-23T00:00:00.000,2015,7,Other Miscellaneous Building,"To construct interior alterations (Main floor: adding laundry room, relocating fireplace and kitchen; 2nd floor: removing bathroom walls; All floors: adding an elevator shaft) and exterior alterations (Main floor: adding 2 windows and enlarging patio door on the South side) to an existing Rowhouse.",Row House Condo (335),(03) Exterior Alterations,100000,0,"16, 500 - LESSARD DRIVE NW",Condo Common Area (Plan 0223662),RSM,4160,GARIEPY,1,53.49128692765505,-113.61680907971578,"{'latitude': '53.49128692765505', 'longitude': '-113.61680907971578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61680907971578, 53.49128692765505]}",1080,,
0-162370691,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000,2014,10,Other Miscellaneous Building,Construct Interior Alterations (install door in existing house to garage wall and install personal lift),Semi-Detached Condo (215),(03) Interior Alterations,7750,0,1030 - CARTER CREST ROAD NW,Plan 9222646 Unit 14,DC2,5130,CARTER CREST,1,53.46597030160949,-113.57452044360913,"{'latitude': '53.46597030160949', 'longitude': '-113.57452044360913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57452044360913, 53.46597030160949]}",20,,
3-186909934,2016-11-23T00:00:00.000,2016-11-23T00:00:00.000,2016,11,Other Miscellaneous Building,"To construct exterior alterations to a Single Detached House (temporary accessibility ramp, valid until April 30, 2017).",Single Detached House (110),(03) Deck Attached,2000,0,9642 - 71 AVENUE NW,Plan 1763HW Blk 28 Lot 26,RS,6290,HAZELDEAN,1,53.50780695321414,-113.4785609603197,"{'latitude': '53.50780695321414', 'longitude': '-113.4785609603197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4785609603197, 53.50780695321414]}",120,,
1-289649754,2019-03-28T00:00:00.000,2019-03-28T00:00:00.000,2019,3,Other Miscellaneous Building,"To construct uncovered decks and an addition to a Single Detached House (rear addition, 4.65m x 7.94m, rear uncovered decks 3.61m x 7.94m & 3.10m x 2.10m) and front uncovered deck with lift 2.13m x 2.13m).",Single Detached House (110),(02) Addition,420000,0,10527 - 56 AVENUE NW,Plan 735MC Blk 46 Lot 10,RS,5320,PLEASANTVIEW,1,53.49296229057089,-113.50200773853,"{'latitude': '53.49296229057089', 'longitude': '-113.50200773853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50200773853, 53.49296229057089]}",342,,
3-231264948,2017-06-20T00:00:00.000,2017-06-20T00:00:00.000,2017,6,Other Miscellaneous Building,"To construct interior (main and basement renovations) and exterior alterations (adding a wheelchair ramp at the front, and to develop at grade decks at the back) to Semi-detached House building.1- bedroom, 1- bathroom 1-mech. room, 1- storage room, 1-den, 1- rec. area",Semi-Detached House (210),(03) Exterior Alterations,150000,0,12124 - 83 STREET NW,Plan 1820540 Blk 26 Lot 15B,RF3,1100,EASTWOOD,1,53.57599822387707,-113.46958214280949,"{'latitude': '53.57599822387707', 'longitude': '-113.46958214280949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46958214280949, 53.57599822387707]}",123,,
3-282962500,2018-06-28T00:00:00.000,2018-06-28T00:00:00.000,2018,6,Other Miscellaneous Building,"To construct an addition and uncovered deck to a Single Detached House (rear cover over existing rear deck, 1.98m x 3.05m), rear wheelchair ramp with landing (1.26m x 1.23m), and front uncovered deck landing (1.32m x 1.68m @ 0.9m in Height), existing without permits.",Single Detached House (110),(03) Exterior Alterations,5000,0,11912 - 90 STREET NW,Plan 2307R Blk 4 Lot 27,RS,1010,ALBERTA AVENUE,1,53.57238306150511,-113.48016754184626,"{'latitude': '53.57238306150511', 'longitude': '-113.48016754184626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48016754184626, 53.57238306150511]}",57,,
0-254152125,2017-06-29T00:00:00.000,2017-06-29T00:00:00.000,2017,6,Other Miscellaneous Building,To construct interior alterations to an existing Single Detached House (residential elevator),Single Detached House (110),(03) Interior Alterations,20000,0,9722 - 145 STREET NW,Plan 5109HW Blk 87 Lot 35,RS,3140,CRESTWOOD,1,53.53551884551906,-113.57331476787077,"{'latitude': '53.53551884551906', 'longitude': '-113.57331476787077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57331476787077, 53.53551884551906]}",35,,
1-251685260,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,2019,7,Other Miscellaneous Building,To construct exterior alterations to uncovered deck - construct required guard/handrail around uncovered deck,Single Detached House (110),(03) Exterior Alterations,2000,0,7208 - 102 AVENUE NW,Plan 4939KS Blk 8 Lot 20,RS,6730,TERRACE HEIGHTS,1,53.54335994388311,-113.43938241202675,"{'latitude': '53.54335994388311', 'longitude': '-113.43938241202675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43938241202675, 53.54335994388311]}",500,,
0-270187934,2017-12-14T00:00:00.000,2017-12-14T00:00:00.000,2017,12,Other Miscellaneous Building,"To construct an Access Ramp to a Single Detached House (landing, 1.82m x 1.82m @ 0.91m m in Height and ramp 1.2m in width).",Single Detached House (110),(03) Deck Attached,5000,0,6108 - 134 AVENUE NW,Plan 2676MC Blk 5 Lot 18,RS,2080,BELVEDERE,1,53.59563102549668,-113.43624416849487,"{'latitude': '53.59563102549668', 'longitude': '-113.43624416849487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43624416849487, 53.59563102549668]}",100,,
7-227693549,2017-05-08T00:00:00.000,2017-05-08T00:00:00.000,2017,5,Other Miscellaneous Building,"To construct interior alterations to a Single Detached House (installing an elevator, 1.38m x 1.35m)",Single Detached House (110),(03) Interior Alterations,20000,0,232 - GRANDISLE POINT NW,Plan 5810MC Blk 3 Lot 8,RR,4463,RIVERVIEW AREA,1,53.435242463549486,-113.65575155043435,"{'latitude': '53.435242463549486', 'longitude': '-113.65575155043435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.65575155043435, 53.435242463549486]}",0,,
1-282231475,2018-05-23T00:00:00.000,2018-05-23T00:00:00.000,2018,5,Other Miscellaneous Building,To construct a rear uncovered deck (with lifting device) to a Single Detached House (5.18m x 3.05m @ 0.99m in Height).,Single Detached House (110),(03) Deck Attached,5000,0,11451 - 162 AVENUE NW,Plan 7521648 Blk 44 Lot 90,RS,3180,DUNLUCE,1,53.622907533860136,-113.52303860770154,"{'latitude': '53.622907533860136', 'longitude': '-113.52303860770154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52303860770154, 53.622907533860136]}",170,,
