address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source
3616 - 114 STREET NW,GREENFIELD,,53.47057951281024,-113.52904000035518,yes,building,1,1,0,accessible,2022-12-21T00:00:00.000,2022-12-21T00:00:00.000,1-458060849,,"To construct interior alterations to a Single Detached House (Remove hot tub and install an accessible bathroom). 1 New Bathroom, Den into Bedroom.",parcel_geocode
362 - TWIN BROOKS DRIVE NW,TWIN BROOKS,,53.444408217230155,-113.52429477843123,yes,building,1,1,0,lift; wheelchair,2022-01-06T00:00:00.000,2022-01-06T00:00:00.000,1-418796593,,To construct interior alterations to a Single Detached House (Installation of an elevator for wheelchair access to all floors).,parcel_geocode
3718 - 13 STREET NW,TAMARACK,,53.47297876315222,-113.36186895512016,yes,building,1,1,0,ramp,2011-06-03T00:00:00.000,2011-06-03T00:00:00.000,0-109510716,,"To construct an irregular shaped uncovered deck (4.27m x 4.25m angled off by house, and with ramp on south side.",parcel_geocode
3754 - 24 STREET NW,WILD ROSE,,53.47345564110646,-113.38040974610377,yes,building,1,1,0,handrail,2017-11-07T00:00:00.000,2017-11-07T00:00:00.000,1-1063571,,To install a handrail on an existing permitted deck.,parcel_geocode
385 - EVERGREEN PARK NW,EVERGREEN,,,,no,building,1,1,0,ramp; wheelchair,2009-09-23T00:00:00.000,2009-09-23T00:00:00.000,1-89066314,,To construct exterior alterations (Uncovered Deck 2.44m x 12.19m @ 1.07m Ht w/ Wheelchair Ramp) to a Mobile Home.,none
39 - KEYHOLE CRESCENT NW,MAPLE RIDGE,Sspomitapi Ward,53.49983352398829,-113.36229739919064,yes,development,1,0,1,ramp; wheelchair,2017-05-15T00:00:00.000,2017-05-15T00:00:00.000,,246735953-001,To move on a Mobile Home and to construct a side uncovered deck (2.44m x 3.05m) and wheelchair access ramp.,development
3934 - 105 STREET NW,DUGGAN,,53.476031350839094,-113.50155661406342,yes,building,1,1,0,handrail,2021-05-19T00:00:00.000,2021-05-19T00:00:00.000,1-390448080,,"To construct exterior alterations to a Single Detached House (Driveway extension with permanent handrail, to be used as a walkway, 1.80m x 7.78m).",parcel_geocode
3960 - GINSBURG CRESCENT NW,GRANVILLE,,53.505871493104316,-113.67933123673704,yes,building,1,1,0,ramp,2014-12-22T00:00:00.000,2014-12-22T00:00:00.000,0-163155009,,"To construct a Single Detached House with front attached Garage, front veranda (3.05m x 1.22 m), fireplace on main and lower floors, Basement development (NOT to be used as an additional Dwelling), and rear covered deck (2.44m x 1.22m) with a ramp.",parcel_geocode
"40, 1225 - WANYANDI ROAD NW",OLESKIW,,53.496851647928025,-113.61280012752172,yes,building,1,1,0,ramp,2017-07-27T00:00:00.000,2017-07-27T00:00:00.000,1-258266491,,"To construct interior alterations to a Semi-Detached House (basement development NOT to be used as an additional dwelling). One (1) Bedroom, Bathroom, Kitchen, Mechanical Room, Exercise Room, Office, Rampus Room",parcel_geocode
"407, 8215 - 84 AVENUE NW",IDYLWYLDE,,53.51975099688287,-113.4543528251654,yes,building,1,1,0,accessible; wheelchair,2017-04-04T00:00:00.000,2017-04-04T00:00:00.000,0-244472595,,"To construct interior alterations to condo dwelling (make bathroom wheel chair accessible) - Melrose Gardens, Unit 407.",parcel_geocode
4099 - WHISPERING RIVER DRIVE NW,WINDERMERE,,53.44873873054515,-113.60918387456857,yes,building,1,1,0,lift,2025-07-14T00:00:00.000,2025-07-14T00:00:00.000,2-568505991,,"To construct a Residential Use building in the form of a Single Detached House with a front attached Garage, developed Basement (NOT to be used as a Secondary Suite), an unenclosed front porch, covered deck (3.81m x 7.39m) and walkout Basement, elevator 4099 - WHISPERING RIVER DRIVE NW BD = mechanical room, storage room, 2 bedrooms, outdoor storage room, elevator, laundry closet, rec room, gym",parcel_geocode
4109 - WHISPERING RIVER DRIVE NW,WINDERMERE,,53.44952720419094,-113.60967420623092,yes,building,1,1,0,lift,2023-06-22T00:00:00.000,2023-06-22T00:00:00.000,2-437214471,,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear partially covered deck (10.19m x 3.05m), fireplace(s), rooftop patio, wet bar, elevator, walkout Basement and Basement development (NOT to be used as an additional Dwelling).",parcel_geocode
4111 - WHISPERING RIVER DRIVE NW,WINDERMERE,,53.44966985839623,-113.609772042577,yes,building,1,1,0,lift,2022-05-18T00:00:00.000,2022-05-18T00:00:00.000,2-412530332,,"To construct a Single Detached House with front attached Garage, balconies, Basement development (NOT to be used as an additional Dwelling), rear covered deck (9.60m x 4.57m), rear uncovered deck (9.60m x 1.37m), and Unenclosed Front Porch. Basement Development: 1 bedroom, 2 bathrooms, common area, theater room, common area with wet bar, elevator and mechanical room.",parcel_geocode
4123 - 123 AVENUE NW,BERGMAN,Métis Ward,53.57811182154204,-113.40523729301592,yes,development,1,0,1,ramp; wheelchair,,,,170972138-001,To construct a Side Uncovered deck (wheelchair ramp - 1.83m x 14.63m at 1.07m in height).,development
4204 - 38 STREET NW,KINISKI GARDENS,,53.47891377486234,-113.39930314530085,yes,building,1,1,0,accessible,2009-12-09T00:00:00.000,2009-12-09T00:00:00.000,1-83080861,,To construct a rear addition to a Single Detached House with roof top balcony accessible by rear exterior stair.,parcel_geocode
4240 - 106 STREET NW,RIDEAU PARK,,53.48011634089626,-113.50534794053361,yes,building,1,1,0,lift,2024-03-07T00:00:00.000,2024-03-07T00:00:00.000,1-501449656,,to construct Interior Alterations (Fire Alarm Additions for Elevator Modernization) --Southbury House--,parcel_geocode
"43, 18343 - LESSARD ROAD NW",DONSDALE,,53.484664961351555,-113.64357097434048,yes,building,1,1,0,lift,2013-07-25T00:00:00.000,2013-07-25T00:00:00.000,0-139738091,,"To construct a single detached house with front attached garage, rear covered deck/veranda (2.74m X 5.79m), fireplace and basement developmen ( not to be used for secondary suite).  Basement development includes; 2 bedrooms c/w w/i closets, 1 bathroom, 1 residential elevator, 1 family room c/w wet bar, 1 utility/storage room.",parcel_geocode
432 - WILKIN WAY NW,OLESKIW,,53.49334144975522,-113.60801848132692,yes,building,1,1,0,lift,2020-12-17T00:00:00.000,2020-12-17T00:00:00.000,1-377775215,,"To construct interior alterations (floor joist modifications for elevator shaft, NOT to be used as an additional Dwelling).",parcel_geocode
4413 - MCCLUNG COURT NW,MAGRATH HEIGHTS,,53.4439901837747,-113.55526111361586,yes,building,1,1,0,lift,2009-10-13T00:00:00.000,2009-10-13T00:00:00.000,14-77537489,,To construct interior alterations in a Semi-Detached House (install elevator).,parcel_geocode
4519 - DONSDALE DRIVE NW,DONSDALE,sipiwiyiniwak Ward,53.48403114540747,-113.6314838608734,yes,development,1,0,1,lift,,,,459658753-002,"To construct a Single Detached House with Unenclosed Front Porch, two attached Garages (front and side), partially rear covered decks, rear covered deck (11.25m x 5.74m), fireplaces, elevator, and Basement development (NOT to be used as an additional Dwelling)",development
4615 - 199 STREET NW,THE HAMPTONS,sipiwiyiniwak Ward,53.48398167438315,-113.66362597172363,yes,development,1,0,1,ramp,2022-06-15T00:00:00.000,2022-06-15T00:00:00.000,,427136255-002,To construct and extend the underground parkade of a Multi-unit Housing and to relocate the ramp entrance and alter the grading and landscaping on the ground.,development
466 - EVERGREEN PARK NW,EVERGREEN,,,,no,building,1,1,0,ramp,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,1-441052379,,To construct a front uncovered deck (2.44m x 2.44m @ 0.8m in Height) and ramp access to main floor (0.91m x 7.32m).,none
"47, 10205 - 158 AVENUE NW",BEAUMARIS,,53.618794812183474,-113.500004899655,yes,building,1,1,0,ramp; wheelchair,2009-11-26T00:00:00.000,2009-11-26T00:00:00.000,1-92210973,,To construct a wheel chair ramp from the front of the house.,parcel_geocode
470 - MACEWAN ROAD SW,MACEWAN,,,,no,building,1,1,0,lift,2025-10-01T00:00:00.000,2025-10-01T00:00:00.000,1-630096938,,"To construct Interior Alterations (concrete repair and waterproofing at  elevator pits. Elevator 1&2, 3&4, 5 and Elevator 6) located in the parkade of a 4 storey residential apartment building. Wellington Court 2025 Parking Structure Repair Program.",none
4708 - DONSDALE DRIVE NW,DONSDALE,sipiwiyiniwak Ward,53.48591252700846,-113.6317220501731,yes,development,1,0,1,lift,,,,649665016-002,"To construct a Residential Use building in the form of a Single Detached House with a front attached Garage, balcony, Basement development (NOT to be used as an additional Dwelling), covered deck, elevator, fireplace, uncovered deck and unenclosed front porch and EXTERIOR HOT TUB.",development
4715 - 143 STREET NW,BROOKSIDE,,53.485232410314794,-113.56677208958664,yes,building,1,1,0,barrier-free,2021-11-01T00:00:00.000,2021-11-01T00:00:00.000,1-412007256,,"To construct interior alterations to a Single Detached House (main floor renovations, converting Master bedroom ensuite to a Barrier free design with a shower and Laundry Facility).",parcel_geocode
4806 - MACTAGGART CREST NW,MACTAGGART,,53.43714350994296,-113.55964013824338,yes,building,1,1,0,lift,2026-03-17T00:00:00.000,2026-03-17T00:00:00.000,1-648632589,,"To construct interior alterations (Supply and installation of 2 RAM elevator systems, NOT to be used as an additional Dwelling).",parcel_geocode
50 - SYLVANCROFT LANE NW,WESTMOUNT,,53.54693996610318,-113.54228353007665,yes,building,1,1,0,lift,2014-08-20T00:00:00.000,2014-08-20T00:00:00.000,1-145286102,,"To construct a Semi-Detached House (Unit 10 north side with front attached basement level garage, 2 front balconies (mainfloor 1.68m x 2.18m and 2nd floor 1.53m x 3.99m irregular shape), north side uncovered deck, (1.2m x 1.8m @ 1.8m high), rear uncovered deck (1.2m x 1.65m @ 1.2m high - irregular shape, mainfloor fireplace).  (Unit 11 south side with front attached main floor garage, rear balcony (3.09m x 7.8m), south side partially covered 2nd storey deck (0.9m x 8.63m @ 4.12m high), rear covered deck (1.2m x 1.37m @1.2m high), elevator and 2nd floor fireplace).",parcel_geocode
"501, 10226 - 104 STREET NW",DOWNTOWN,,53.54364504463388,-113.49976502878579,yes,building,1,1,0,lift,2016-03-23T00:00:00.000,2016-03-23T00:00:00.000,0-188938417,,"To construct interior alterations to a commercial building (construct a demising wall to create suites 501 & 502 and an elevator vestibule, no tenant improvements) - Fox One.",parcel_geocode
5044 - MCLUHAN ROAD NW,MACTAGGART,,53.43700630756801,-113.5638986971761,yes,building,1,1,0,lift,2022-05-27T00:00:00.000,2022-05-27T00:00:00.000,1-429868624,,To construct interior alterations to a Single Detached House (installing Elevator). Elevator installation from main floor to second floor.,parcel_geocode
505 - HEFFERNAN DRIVE NW,HENDERSON ESTATES,,53.4717098852232,-113.60211648687152,yes,building,1,1,0,lift,2012-10-18T00:00:00.000,2012-10-18T00:00:00.000,0-123754634,,"To construct a Single Detached House with Attached Garage, covered deck, uncovered deck, veranda, fireplace, balcony, basement development (not to be used as a secondary suite).( 2 bedrooms, exercise room, family room, wine cellar, 1 bathroom, elevator and mechanical/storage room)",parcel_geocode
"507, 10049 - 103 STREET NW",DOWNTOWN,,53.5402199928535,-113.49687529978559,yes,building,1,1,0,lift,2017-01-13T00:00:00.000,2017-01-13T00:00:00.000,1-181656590,,"To add 10 Dwellings (7 units on the 5th floor, 3 units on the 19th floor) and to construct interior alterations (P1-P4 new elevator lobby doors, main floor lobby renovations, 4th floor new laundry&amenity rooms, 5th and 19th floor new suites, main floor garbageroom) to an existing Apartment Housing building.",parcel_geocode
5107 - 124 AVENUE NW,NEWTON,Métis Ward,53.57898911971732,-113.42055963054273,yes,development,1,0,1,barrier-free; ramp; wheelchair,2015-09-10T00:00:00.000,2015-09-10T00:00:00.000,,168869388-002,To construct exterior alterations to a Limited Group Home (wheel chair barrier-free access ramp in Front Yard).,development
5151 - WINDERMERE BOULEVARD SW,AMBLESIDE,,53.43378531287747,-113.60088016724804,yes,building,1,1,0,barrier-free; ramp,2025-09-16T00:00:00.000,2025-09-16T00:00:00.000,1-628232351,,To construct Interior Alterations (Barrier Free Ramp in Parkade) in an existing residential apartment building.,parcel_geocode
5208 - 147 AVENUE NW,CASSELMAN,,53.610310786096015,-113.42001854608299,yes,building,1,1,0,lift,2019-11-06T00:00:00.000,2019-11-06T00:00:00.000,1-343632685,,"To construct interior alterations to 3 apartment buildings - Cedar Garden Apartments - Fire Alarm upgrades - R&R Fire Alarm Panel, smoke detectors in elevator machine room, elevator shaft, elevator lobbies.",parcel_geocode
531 - HEFFERNAN DRIVE NW,HENDERSON ESTATES,,53.47326245952107,-113.59934077036758,yes,building,1,1,0,lift,2024-02-16T00:00:00.000,2024-02-16T00:00:00.000,1-492418180,,To construct interior alterations to a Single Detached House (alter/open floor to install an elevator),parcel_geocode
534 - KLARVATTEN LAKE WYND NW,KLARVATTEN,,53.63348743572533,-113.47115937274921,yes,building,1,1,0,lift,2020-02-21T00:00:00.000,2020-02-21T00:00:00.000,0-353216188,,To construct interior alterations (Adding an Elevator from main to 2nd floor).,parcel_geocode
54 - MARLBORO ROAD NW,WESTBROOK ESTATES,,53.46971662082409,-113.552725969722,yes,building,1,1,0,lift,2024-09-05T00:00:00.000,2024-09-05T00:00:00.000,2-508055335,,"To construct a Residential Use building in the form of a Single Detached House with front attached Garages, unenclosed front porch, fireplace, rear covered deck (6.05m x 4.72m), rear uncovered deck (8.3m x 5.64m) and Basement development (NOT to be used as an additional Dwelling). Basement Development : Two Bedrooms, Two Bathrooms, Elevator, Golf Sim, Lounge/ Games Room, Gym and Storage.",parcel_geocode
54 - VALLEYVIEW CRESCENT NW,PARKVIEW,,53.5208307411578,-113.55743860887358,yes,building,1,1,0,lift,2025-07-22T00:00:00.000,2025-07-22T00:00:00.000,2-587911192,,"To construct a Residential Use building in the form of a Single Detached House with a rear attached Garage, unenclosed front porch, rear covered deck (8.84m x 4.88m), balcony, fireplace, and Basement development (NOT to be used as an additional Dwelling), elevator pad 54 - VALLEYVIEW CRESCENT NW BD = bedroom, bathroom, gym, rec room, mechanical room, laundry room",parcel_geocode
5410 - 122 AVENUE NW,NEWTON,Métis Ward,53.576941570055865,-113.42566539406673,yes,development,1,0,1,ramp; wheelchair,,,,623553237-002,"To construct exterior alterations to a Community Service building (Religious Assembly), new exit doors, and stairs and wheel chair ramp. Encroachments existing without agreement, reference DP #310900581-001.",development
5411 - 93B AVENUE NW,OTTEWELL,,53.531036481803376,-113.42157553557558,yes,building,1,1,0,lift,2014-06-24T00:00:00.000,2014-06-24T00:00:00.000,0-156559708,,To construct a front uncovered deck (3.65m x 1.52m @ 0.72m in height) with an attached lift (1.24m x 1.37m).,parcel_geocode
560 - GRIESBACH PARADE NW,GRIESBACH,Ward 2,53.602578334919116,-113.49489080575651,yes,development,1,0,1,ramp,,,,157060193-008,To construct exterior alterations (relocation of ramp to underground parkade) to an Apartment House building with 160 Dwellings.,development
5608 - 89 AVENUE NW,KENILWORTH,,53.52223633749245,-113.42275789012268,yes,building,1,1,0,lift; wheelchair,2010-11-30T00:00:00.000,2010-11-30T00:00:00.000,1-101144407,,"To construct an addition to a Single Detached House (1.8 m x 4.05 m), to built a rear uncovered deck and to installl a wheelchair lift.",parcel_geocode
5951 - 165 AVENUE NW,MATT BERRY,,53.62678660254652,-113.43060149693659,yes,building,1,1,0,ramp,2021-04-26T00:00:00.000,2021-04-26T00:00:00.000,1-388956267,,"To construct interior/exterior alterations to a Residential Apartment building, ''Hudson Condominiums''. Ramp Retaining Wall and Parkade Concrete Column Repair.",parcel_geocode
6039 - NADEN LANDING NW,GRIESBACH,Ward 2,53.60466812108686,-113.50890349143461,yes,development,1,0,1,lift,2016-10-25T00:00:00.000,2016-10-25T00:00:00.000,,233478162-001,To demolish an Essential Utility Services use building (lift station pump).,development
6047 - 105B STREET NW,PLEASANTVIEW,,53.4975961255265,-113.50183076113686,yes,building,1,1,0,barrier-free; ramp; wheelchair,2013-05-29T00:00:00.000,2013-05-29T00:00:00.000,0-138775984,,To construct an front uncovered deck (barrier free wheel chair ramp 7.82m x 3.14m @ 0.86 m high),parcel_geocode
6111 - 109 STREET NW,ALLENDALE,,53.49900002260451,-113.51147339570362,yes,building,1,1,0,barrier-free; ramp,2010-10-08T00:00:00.000,2010-10-08T00:00:00.000,1-92577822,,To change the use of both units of a Semi Detached to a Group Home (for 10 adults) and to construct interior and exterior alterations. Barrier free washroom and barrier free ramp relaxation granted.,parcel_geocode
6205 - 178 STREET NW,CALLINGWOOD SOUTH,,53.49716209315806,-113.62840969110651,yes,building,1,1,0,lift,2025-12-30T00:00:00.000,2025-12-30T00:00:00.000,1-637477327,,"To construct Interior Alterations to an apartment house, fire alarm system upgrade.  Replace F.A. control panel with new addressable panel, install new smoke detectors at Lobby (Floor 1 through 4), top of elevator shaft and elevator machine room.  Parklane Apartments.  Not in Scope; Elevators Modernization, shall obtain a separate permit.",parcel_geocode
636 - KINGLET BOULEVARD NW,KINGLET GARDENS,,53.57980413899395,-113.69809557449345,yes,building,1,1,0,lift,2025-10-17T00:00:00.000,2025-10-17T00:00:00.000,2-624059033,,"To construct a Residential Use building in the form of a Single Detached House with a front attached Garage, unenclosed front porch, fireplace, uncovered deck. (3.66 x 3.05) & Elevator.",parcel_geocode
64 - MAPLE RIDGE DRIVE NW,MAPLE RIDGE,,,,no,building,1,1,0,ramp; wheelchair,2013-10-21T00:00:00.000,2013-10-21T00:00:00.000,3-138357962,,"To construct a side uncovered deck with wheelchair ramp (Deck - 3.05m x 13.41m @ 1.07m height in place of previously approved side uncovered decks - 1.22m x 1.83m and 3.048m x 6.096m, Wheelchair Ramp is 1.52m x 9.14m) exisitng without permits.",none
64 - THE PARKWAY NW,MAPLE RIDGE,,,,no,building,1,1,0,ramp; wheelchair,2014-06-13T00:00:00.000,2014-06-13T00:00:00.000,0-154206122,,"To construct a front uncovered deck (wheelchair ramp - 8.07m x 0.9m at 0.79m height, with 1.21m x 1.21m bottom landing, and 1.28m x 0.91m ramp to grade)",none
6425 - 101 AVENUE NW,TERRACE HEIGHTS,,53.5405698999289,-113.43046044674657,yes,building,1,1,0,ramp,2016-01-05T00:00:00.000,2016-01-05T00:00:00.000,0-180645537,,To construct an office space and ramp in the lobby of an existing 15 story residential building.,parcel_geocode
6512 - 134 AVENUE NW,BELVEDERE,,,,no,building,1,1,0,ramp,2011-12-22T00:00:00.000,2011-12-22T00:00:00.000,0-118477073,,To demolish an existing ramp (unsafe condition) see report in docs.,none
6515 - 172 STREET NW,CALLINGWOOD SOUTH,,,,no,building,1,1,0,lift,2019-10-30T00:00:00.000,2019-10-30T00:00:00.000,8-269602803,,"To construct an addition, an amenity/administration building and exterior alterations to existing Apartment Building. A connecting building between Building A and B. 4 storey elevator, lobby, amenity & storage.",none
6528 - 112 STREET NW,PARKALLEN,,53.50286236714611,-113.52054165198001,yes,building,1,1,0,lift,2025-12-09T00:00:00.000,2025-12-09T00:00:00.000,1-637567845,,"To construct interior alterations to a Residential Use building (installing push piers, which are steel foundation supports driven into stable soil or bedrock to lift and permanently stabilize a settling structure).",parcel_geocode
6603 - 131A AVENUE NW,BALWIN,tastawiyiniwak Ward,53.59110771050351,-113.44345518137374,yes,development,1,0,1,ramp; wheelchair,,,,370835529-002,To convert a Single Detached House to a (Limited Group Home with four residents and to construct exterior alterations (wheelchair ramp).,development
6919 - 14 AVENUE SW,SUMMERSIDE,,53.42034469210448,-113.44758784150353,yes,building,1,1,0,ramp,2009-05-06T00:00:00.000,2009-05-06T00:00:00.000,5-66636926,,To construct an uncovered deck (4.87m x 14.25m @ 2.43m high) with 1.2m wide Ramp.,parcel_geocode
707 - HOWATT DRIVE SW,HAYS RIDGE AREA,,53.41899910854633,-113.57485790631246,yes,building,1,1,0,lift,2023-12-18T00:00:00.000,2023-12-18T00:00:00.000,2-483499024,,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, 2 balconies (4.06m x 2.44m and 5.23m x 2.44m), Sunroom (5.23m x 4.27m) Basement development with Wet Bar (NOT to be used as an additional Dwelling), covered deck (3.91m x 2.44m) and Irregular shape Uncovered deck (overall 10.41m x 6.56m), fireplace, 2 AC Units, elevator and Forced Walkout Basement.",parcel_geocode
709 - PORTER COURT NW,POTTER GREENS,,53.51911259902173,-113.67605679066762,yes,building,1,1,0,lift,2019-02-08T00:00:00.000,2019-02-08T00:00:00.000,0-303756377,,To construct interior alterations to a Single Detached House (to install PVE elevator - cut 99 cm holes in Main level floor and 2nd level floor).,parcel_geocode
710 - ROMANIUK ROAD NW,RHATIGAN RIDGE,,53.47853694201481,-113.59359237064866,yes,building,1,1,0,lift,2022-04-25T00:00:00.000,2022-04-25T00:00:00.000,1-406662713,,"To construct an addition, exterior and interior alterations to a Single Detached House (Unenclosed Front Porch, rear kitchen addition (7.16 x 5.18m), rear attached pergola (4.42m x 5.49m), and main floor, second floor, and roof alterations to add elevator).",parcel_geocode
7208 - 102 AVENUE NW,TERRACE HEIGHTS,,53.54335994235644,-113.43938241254259,yes,building,1,1,0,handrail,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,1-251685260,,To construct exterior alterations to uncovered deck - construct required guard/handrail around uncovered deck,parcel_geocode
731 - BLACKWOOD CRESCENT SW,BLACKBURNE,,53.429701070620794,-113.50215883099263,yes,building,1,1,0,lift,2019-11-14T00:00:00.000,2019-11-14T00:00:00.000,0-340200572,,"To construct interior alterations to a Single Detached House (Proposed single occupancy elevator installation for Main Floor to Basement Floor access, NOT to be used as an additional Dwelling).",parcel_geocode
7312 - 83 AVENUE NW,KENILWORTH,,53.5193427910481,-113.44059399400481,yes,building,1,1,0,ramp,2013-09-27T00:00:00.000,2013-09-27T00:00:00.000,0-143357666,,To construct a exterior front entry ramp (3.05m X 6.22m),parcel_geocode
7318 - 118 STREET NW,BELGRAVIA,,53.509643665529644,-113.53553389887823,yes,building,1,1,0,ramp; wheelchair,2012-09-28T00:00:00.000,2012-09-28T00:00:00.000,0-130002138,,To construct a front uncovered deck (wheel chair ramp) (3.27m x 6.86m x 0.76m high),parcel_geocode
75 - WESTBROOK DRIVE NW,WESTBROOK ESTATES,,53.467190244049604,-113.55112731185741,yes,building,1,1,0,lift,2024-07-04T00:00:00.000,2024-07-04T00:00:00.000,1-515590234,,"To construct interior alterations (Basement development, NOT to be used as an additional Dwelling) elevator , 1 bedroom, bathroom, utility room, living area , wet bar area, storage room, closets",parcel_geocode
7508 - GETTY GATE NW,GRANVILLE,,,,no,building,1,1,0,mobility,2024-01-18T00:00:00.000,2024-01-18T00:00:00.000,3-379453417,,To construct Telus Mobility Rooftop Cellular antennas on an apartment building,none
7512 - 83 STREET NW,AVONMORE,,53.511722836842054,-113.45571372870454,yes,building,1,1,0,accessible; ramp,2023-08-03T00:00:00.000,2023-08-03T00:00:00.000,1-472131560,,To construct an accessibility ramp (2.43m x 5.79m) and a front uncovered deck (1.22m x 2.44m @ 0.86m in Height) to a Single Detached House.,parcel_geocode
7604 - 180 STREET NW,LYMBURN,,53.509566489760296,-113.63366903583443,yes,building,1,1,0,lift,2025-05-23T00:00:00.000,2025-05-23T00:00:00.000,1-591882414,,"To construct interior alterations (installation of push piers to stabilize and lift the foundation of the home, NOT to be used as an additional Dwelling).",parcel_geocode
7606A - 149 STREET NW,RIO TERRACE,,53.509443645509485,-113.57848971333736,yes,building,1,1,0,lift,2018-12-03T00:00:00.000,2018-12-03T00:00:00.000,12-254057984,,"To construct exterior alterations to a Single Detached House (adding a cantilever to west elevator and increase the size of existing east cantilever), existing without permits.",parcel_geocode
7619 - SASKATCHEWAN DRIVE NW,BELGRAVIA,,53.513623667727764,-113.53761407751561,yes,building,1,1,0,lift,2014-01-29T00:00:00.000,2014-01-29T00:00:00.000,0-136794576,,"To construct a single detached house with attached garage, uncovered deck, fireplace, elevator and basement development.",parcel_geocode
7728 - 159 STREET NW,PATRICIA HEIGHTS,,53.50947268501546,-113.59642154689762,yes,building,1,1,0,ramp; wheelchair,2010-09-16T00:00:00.000,2010-09-16T00:00:00.000,0-102383140,,To construct a flanking front yard wheelchair ramp.,parcel_geocode
7908 - 136 AVENUE NW,DELWOOD,,53.59884322663628,-113.46291795669298,yes,building,1,1,0,barrier-free; lift,2013-04-15T00:00:00.000,2013-04-15T00:00:00.000,0-98642153,,To construct a front uncovered deck.1.82 x 1.82m @0.91m in height (Barrier free lift),parcel_geocode
7911 - 159 STREET NW,LYNNWOOD,sipiwiyiniwak Ward,53.5133820262664,-113.59619012585136,yes,development,1,0,1,ramp; wheelchair,,,,535872846-002,To construct a Residential Use building in the form of a Single Detached House with Wheelchair ramp.,development
"8, 3111 - 142 AVENUE NW",HAIRSINE,,53.60582131598621,-113.38883790136485,yes,building,1,1,0,handrail,2020-05-12T00:00:00.000,2020-05-12T00:00:00.000,2-348767877,,"To construct Exterior Alteration to an existing apartment condo building -  (Exterior renovation including modifications to the building envelope, including addition of building sheathing, building wrap,new cladding, replacement of membrane on walking deck, handrails)- Falcon Ridge Building A to E",parcel_geocode
8028 - 101 STREET NW,RITCHIE,papastew Ward,53.51679955098534,-113.49167661482252,yes,development,1,0,1,ramp,,,,122329233-017,To construct exterior alterations to an existing Apartment Housing/General Retail Stores building (ramp for east entrance encroaching onto 101 Street NW).,development
8404 - 118 STREET NW,WINDSOR PARK,,53.52000715774016,-113.53528340284443,yes,building,1,1,0,lift,2014-06-18T00:00:00.000,2014-06-18T00:00:00.000,1-151533995,,To construct an addition to a Single Detached House (House addition for exterior elevator - 1.68m x 1.68m),parcel_geocode
8413 - 118 STREET NW,WINDSOR PARK,papastew Ward,53.52039930109437,-113.5337420805173,yes,development,1,0,1,lift,2022-10-12T00:00:00.000,2022-10-12T00:00:00.000,,436320406-002,"To construct a Single Detached House with Unenclosed Front Porch, Basement development (NOT to be used as an additional Dwelling), fireplace, elevator and rear platform structure.",development
8420 - 118 STREET NW,WINDSOR PARK,,53.52092961087574,-113.53553439703721,yes,building,1,1,0,lift,2010-07-27T00:00:00.000,2010-07-27T00:00:00.000,0-96220471,,"To construct a single detached house with rear attached garage, front veranda, fireplace and partial basement development (storage room, service room and lift) and to demolish a single detached house with attached garage.",parcel_geocode
8507 - 156 STREET NW,LYNNWOOD,,,,no,building,1,1,0,handrail,2009-07-13T00:00:00.000,2009-07-13T00:00:00.000,0-86743529,,To Construct interior alterations - upgrade handrails in exit stairwells of 9 Apartment Bldgs as per Health Board directive.,none
8604 - GATEWAY BOULEVARD NW,STRATHCONA,,53.52236202579904,-113.49613558371409,yes,building,1,1,0,lift,2025-04-25T00:00:00.000,2025-04-25T00:00:00.000,1-547173842,,"To construct Interior Alterations to an existing apartment building, Fire Alarm Upgrade for elevator modernization. Melrose Place.",parcel_geocode
8703 - 69 STREET NW,KENILWORTH,,53.52197468708753,-113.43335277874209,yes,building,1,1,0,ramp; wheelchair,2019-04-18T00:00:00.000,2019-04-18T00:00:00.000,0-308320705,,"To construct one side uncovered deck and one rear uncovered deck and wheelchair ramps to a Single Detached House (side deck, 3.05mm x 2.44m @1.14m in Height; rear deck, 2.44m x 2.44m @ 0.56m in Height).",parcel_geocode
8830 - 85 STREET NW,BONNIE DOON,,,,no,building,1,1,0,ramp,2023-05-09T00:00:00.000,2023-05-09T00:00:00.000,1-469402655,,"To construct Exterior Alterations (balcony maintenance on floors 3 to 14 & ramp maintenance) of an existing apartment building - "" Sir William Place.""",none
9 - RIVERSIDE CRESCENT NW,CRESTWOOD,,53.53117600535981,-113.56259240748453,yes,building,1,1,0,lift,2025-11-04T00:00:00.000,2025-11-04T00:00:00.000,2-617396323,,"To construct a Residential Use building in the form of a Single Detached House with a rear attached Garage, unenclosed front porch, side covered deck (1.73m x 4.78m), rear balcony, fireplace, elevator, Basement development (NOT to be used as an additional Dwelling), and to develop a Secondary Suite above the rear attached garage.",parcel_geocode
